ID,年齢,職業,婚姻,学歴,債務不履行,平均残高,住宅ローン,個人ローン,連絡手段,通話回数_販促中,経過日数,通話回数_販促前,前回販促結果,今回販促結果
6840,28,blue-collar,single,secondary,no,171,yes,no,cellular,2,999,0,unknown,no
6841,26,technician,married,tertiary,no,-488,yes,no,unknown,1,999,0,unknown,no
6842,28,blue-collar,married,primary,no,702,yes,no,unknown,2,999,0,unknown,no
6843,65,retired,married,primary,no,493,no,no,cellular,1,182,1,failure,no
6844,38,admin.,single,tertiary,no,3954,yes,no,cellular,1,182,3,failure,no
6845,46,management,married,tertiary,no,189,yes,no,cellular,1,154,1,failure,no
6846,26,self-employed,married,tertiary,no,479,yes,no,cellular,3,999,0,unknown,no
6847,27,services,married,secondary,no,511,yes,no,unknown,5,999,0,unknown,no
6848,26,blue-collar,single,secondary,no,592,yes,yes,unknown,1,999,0,unknown,no
6849,27,services,single,secondary,no,430,yes,no,unknown,2,999,0,unknown,no
6850,32,blue-collar,married,secondary,no,0,yes,no,cellular,1,170,1,nonexistent,no
6851,25,student,single,unknown,no,2503,no,no,cellular,2,999,0,unknown,no
6852,27,technician,single,secondary,no,1359,no,yes,telephone,1,999,0,unknown,no
6853,62,unknown,married,secondary,no,367,no,no,telephone,1,189,5,failure,no
6854,45,blue-collar,married,secondary,no,1678,yes,no,unknown,1,154,1,failure,no
6855,24,services,single,secondary,no,1611,yes,no,unknown,1,999,0,unknown,no
6856,71,retired,married,tertiary,no,2651,no,no,cellular,3,200,2,failure,no
6857,27,blue-collar,married,primary,no,108,yes,no,telephone,2,999,0,unknown,no
6858,25,student,single,unknown,no,10788,no,no,cellular,2,210,2,nonexistent,no
6859,26,technician,single,secondary,no,3244,no,no,cellular,1,5,1,failure,no
6860,51,management,married,tertiary,no,248,yes,yes,cellular,2,126,3,failure,no
6861,30,admin.,married,secondary,no,111,no,yes,cellular,3,133,1,failure,no
6862,43,management,married,tertiary,no,78,yes,no,cellular,1,109,1,nonexistent,no
6863,26,unemployed,single,tertiary,no,521,no,no,cellular,3,999,0,unknown,no
6864,34,blue-collar,married,primary,no,6718,no,no,cellular,4,97,1,nonexistent,no
6865,42,blue-collar,married,primary,no,7735,yes,no,cellular,1,144,2,failure,no
6866,18,student,single,unknown,no,438,no,no,cellular,1,999,0,unknown,no
6867,25,technician,single,secondary,no,218,yes,yes,cellular,4,999,0,unknown,no
6868,50,blue-collar,married,primary,no,859,yes,yes,telephone,5,196,7,failure,no
6869,27,services,single,secondary,no,-124,no,no,cellular,1,999,0,unknown,no
6870,75,admin.,married,unknown,no,1093,no,no,cellular,1,999,0,unknown,no
6871,27,admin.,single,tertiary,no,2068,no,no,cellular,2,999,0,unknown,no
6872,26,technician,single,secondary,no,4859,no,no,cellular,2,92,3,nonexistent,no
6873,31,student,single,tertiary,no,64,no,no,cellular,2,183,3,failure,no
6874,46,entrepreneur,married,tertiary,no,25204,yes,yes,cellular,1,999,0,unknown,no
6875,26,management,single,tertiary,no,141,no,no,cellular,2,999,0,unknown,no
6876,54,management,married,tertiary,no,1114,yes,no,cellular,2,175,1,nonexistent,no
6877,27,student,single,tertiary,no,24025,no,no,cellular,1,999,0,unknown,no
6878,36,self-employed,single,secondary,no,20451,no,no,cellular,3,999,0,unknown,no
6879,37,blue-collar,married,unknown,no,444,no,no,cellular,1,94,9,nonexistent,no
6880,67,retired,married,secondary,no,1146,no,no,cellular,2,999,0,unknown,no
6881,28,management,single,tertiary,no,4937,yes,no,telephone,3,999,0,unknown,no
6882,27,blue-collar,married,secondary,no,373,yes,no,unknown,1,999,0,unknown,no
6883,40,technician,married,secondary,no,7313,yes,no,cellular,2,182,1,failure,no
6884,77,retired,single,primary,no,300,no,no,cellular,1,999,0,unknown,no
6885,28,student,married,secondary,no,0,no,no,unknown,1,999,0,unknown,no
6886,36,services,married,primary,no,413,yes,no,telephone,1,176,1,failure,no
6887,34,services,married,secondary,no,241,yes,no,cellular,2,147,1,nonexistent,no
6888,32,entrepreneur,single,tertiary,no,59649,no,no,cellular,2,999,0,unknown,no
6889,37,blue-collar,married,secondary,no,417,no,no,cellular,1,181,5,failure,no
6890,31,blue-collar,married,secondary,no,1570,yes,yes,cellular,2,180,1,nonexistent,no
6891,28,technician,single,secondary,no,250,no,yes,cellular,1,999,0,unknown,no
6892,50,management,married,tertiary,no,346,no,no,cellular,2,87,1,success,no
6893,33,management,married,tertiary,no,1323,no,no,cellular,2,106,1,success,no
6894,45,management,married,secondary,no,672,yes,no,telephone,3,187,1,nonexistent,no
6895,55,admin.,married,secondary,no,865,yes,no,cellular,1,111,3,failure,no
6896,49,admin.,married,secondary,no,197,yes,no,cellular,1,101,3,success,no
6897,27,management,single,tertiary,no,102,no,no,unknown,1,999,0,unknown,no
6898,38,services,married,secondary,no,304,no,yes,cellular,1,214,1,failure,no
6899,48,blue-collar,divorced,secondary,yes,-535,yes,no,cellular,2,187,2,failure,no
6900,64,retired,married,secondary,no,243,no,no,cellular,1,175,1,failure,no
6901,30,admin.,married,secondary,no,187,yes,no,cellular,1,170,1,failure,no
6902,59,housemaid,married,primary,no,182,no,no,cellular,1,104,2,failure,no
6903,34,blue-collar,married,secondary,no,0,yes,no,cellular,5,110,7,failure,no
6904,37,admin.,single,secondary,no,115,no,no,cellular,1,83,9,failure,no
6905,33,entrepreneur,married,tertiary,no,4465,yes,no,cellular,1,183,2,failure,no
6906,50,management,married,tertiary,no,15442,no,no,unknown,1,999,0,unknown,no
6907,28,management,married,tertiary,no,102,yes,no,unknown,2,999,0,unknown,no
6908,32,admin.,single,secondary,no,3950,yes,no,cellular,1,178,1,success,no
6909,27,admin.,married,secondary,no,283,yes,no,cellular,1,999,0,unknown,no
6910,28,technician,single,secondary,no,389,yes,no,cellular,7,999,0,unknown,no
6911,83,retired,married,tertiary,no,6236,no,no,cellular,2,999,0,unknown,no
6912,53,blue-collar,married,secondary,no,-108,yes,no,cellular,12,175,3,nonexistent,no
6913,24,technician,single,secondary,no,278,yes,no,unknown,1,999,0,unknown,no
6914,34,technician,married,secondary,no,384,yes,no,cellular,2,831,1,nonexistent,no
6915,39,blue-collar,married,secondary,no,660,yes,yes,cellular,1,185,2,failure,no
6916,33,management,married,tertiary,no,2441,yes,yes,cellular,2,148,1,failure,no
6917,48,admin.,married,secondary,no,2533,no,no,cellular,2,633,1,failure,no
6918,35,technician,married,secondary,no,294,yes,no,cellular,6,98,5,success,no
6919,25,services,single,secondary,no,7604,no,no,cellular,1,999,0,unknown,no
6920,39,admin.,single,tertiary,no,283,yes,no,cellular,1,179,3,nonexistent,no
6921,37,entrepreneur,married,tertiary,no,836,yes,no,cellular,1,177,2,failure,no
6922,20,student,single,primary,no,0,no,no,cellular,5,91,8,failure,no
6923,39,technician,married,secondary,no,2266,no,no,cellular,1,93,4,success,no
6924,20,student,single,unknown,no,457,no,no,cellular,1,999,0,unknown,no
6925,39,technician,single,tertiary,no,139,no,no,telephone,1,79,1,failure,no
6926,77,retired,married,primary,no,2590,no,no,telephone,5,94,15,success,no
6927,60,technician,married,secondary,no,478,no,no,cellular,1,171,5,failure,no
6928,41,technician,divorced,secondary,no,4047,yes,no,cellular,5,75,1,success,no
6929,24,student,single,secondary,no,501,no,no,cellular,6,999,0,unknown,no
6930,28,unemployed,single,tertiary,no,1010,yes,no,unknown,2,999,0,unknown,no
6931,27,blue-collar,married,secondary,no,564,yes,no,unknown,3,999,0,unknown,no
6932,35,technician,married,secondary,no,23876,no,no,cellular,2,999,0,unknown,no
6933,26,blue-collar,single,secondary,no,-5,no,no,unknown,1,999,0,unknown,no
6934,28,unemployed,single,secondary,no,304,no,no,cellular,1,999,0,unknown,no
6935,47,blue-collar,married,secondary,no,473,yes,no,cellular,2,176,2,nonexistent,no
6936,61,admin.,married,secondary,no,1541,no,no,cellular,1,104,3,failure,no
6937,46,management,single,tertiary,no,311,yes,yes,cellular,1,158,1,failure,no
6938,34,management,married,tertiary,no,1778,no,no,cellular,2,181,4,failure,no
6939,41,technician,married,secondary,no,2152,no,no,cellular,1,121,1,nonexistent,no
6940,23,admin.,single,secondary,no,178,yes,no,unknown,1,999,0,unknown,no
6941,33,management,single,tertiary,no,5437,no,no,cellular,1,98,2,success,no
6942,58,blue-collar,married,secondary,no,1507,yes,yes,cellular,6,189,1,nonexistent,no
6943,28,admin.,single,secondary,no,649,yes,no,cellular,3,999,0,unknown,no
6944,25,blue-collar,single,unknown,no,586,yes,no,cellular,1,999,0,unknown,no
6945,27,technician,single,secondary,no,78,yes,yes,cellular,2,999,0,unknown,no
6946,25,admin.,married,secondary,no,894,yes,no,unknown,1,999,0,unknown,no
6947,56,blue-collar,married,primary,no,1137,no,no,telephone,3,102,1,success,no
6948,51,technician,married,secondary,no,2,yes,yes,cellular,1,205,3,failure,no
6949,31,management,married,tertiary,no,1224,yes,yes,cellular,2,119,2,success,no
6950,25,technician,single,secondary,no,-80,yes,yes,unknown,1,999,0,unknown,no
6951,24,student,single,secondary,no,1919,yes,no,unknown,4,999,0,unknown,no
6952,52,technician,married,secondary,no,195,yes,no,cellular,2,205,3,failure,no
6953,32,management,single,secondary,no,416,yes,no,cellular,1,176,2,failure,no
6954,26,student,single,unknown,no,2020,no,no,telephone,3,999,0,unknown,no
6955,31,technician,single,secondary,no,4888,yes,no,telephone,4,166,2,failure,no
6956,27,unemployed,single,tertiary,no,37,yes,no,unknown,3,999,0,unknown,no
6957,28,self-employed,single,secondary,no,1536,no,no,cellular,3,999,0,unknown,no
6958,26,technician,single,tertiary,no,3411,no,no,cellular,1,183,2,success,no
6959,42,entrepreneur,married,tertiary,no,42045,no,no,cellular,2,999,0,unknown,no
6960,28,student,single,secondary,no,101,no,no,cellular,1,999,0,unknown,no
6961,32,technician,single,tertiary,no,514,yes,yes,cellular,1,168,1,failure,no
6962,47,technician,married,secondary,no,0,yes,no,cellular,1,164,1,failure,no
6963,26,blue-collar,married,secondary,no,-384,yes,yes,cellular,1,999,0,unknown,no
6964,25,self-employed,single,tertiary,no,557,no,no,telephone,2,999,0,unknown,no
6965,31,management,single,tertiary,no,1539,yes,no,cellular,2,756,2,nonexistent,no
6966,59,entrepreneur,married,primary,no,0,no,no,telephone,2,153,1,failure,no
6967,26,services,married,secondary,no,199,no,no,cellular,6,999,0,unknown,no
6968,46,blue-collar,married,secondary,no,6879,no,no,cellular,2,118,3,failure,no
6969,27,blue-collar,single,primary,no,268,no,no,unknown,1,999,0,unknown,no
6970,58,blue-collar,divorced,primary,no,8218,yes,no,cellular,2,111,10,failure,no
6971,31,management,married,tertiary,no,0,yes,no,cellular,2,167,1,failure,no
6972,49,blue-collar,married,secondary,no,298,yes,no,cellular,2,86,3,failure,no
6973,24,technician,single,secondary,no,-192,yes,no,unknown,1,999,0,unknown,no
6974,31,self-employed,single,secondary,no,148,yes,yes,cellular,2,167,4,failure,no
6975,40,services,single,secondary,no,19343,yes,no,cellular,4,179,4,failure,no
6976,71,retired,married,secondary,no,3,no,no,cellular,3,189,1,nonexistent,no
6977,55,management,married,tertiary,no,23189,yes,no,unknown,1,999,0,unknown,no
6978,45,blue-collar,single,secondary,no,91,no,yes,cellular,1,127,2,failure,no
6979,42,technician,married,secondary,no,1066,no,no,cellular,1,104,3,success,no
6980,29,admin.,single,secondary,no,854,no,no,cellular,5,95,1,nonexistent,no
6981,24,management,single,tertiary,no,1085,no,yes,cellular,6,999,0,unknown,no
6982,36,management,divorced,tertiary,no,210,yes,no,telephone,1,127,2,failure,no
6983,34,blue-collar,married,secondary,no,360,yes,no,telephone,1,182,2,failure,no
6984,27,blue-collar,married,tertiary,no,417,yes,yes,unknown,2,999,0,unknown,no
6985,26,technician,single,secondary,no,206,no,no,cellular,1,999,0,unknown,no
6986,37,entrepreneur,married,secondary,no,2971,no,no,cellular,2,188,11,nonexistent,no
6987,24,unemployed,married,secondary,no,6,no,no,unknown,1,999,0,unknown,no
6988,67,retired,married,unknown,no,6320,no,no,telephone,2,999,0,unknown,no
6989,20,student,single,secondary,no,130,no,no,telephone,1,99,3,failure,no
6990,34,student,single,unknown,no,2321,no,no,cellular,2,99,5,failure,no
6991,26,student,single,tertiary,no,376,no,no,telephone,2,999,0,unknown,no
6992,39,technician,married,secondary,no,0,yes,no,cellular,1,184,1,success,no
6993,26,management,single,tertiary,no,97,yes,no,cellular,1,999,0,unknown,no
6994,43,blue-collar,married,primary,no,2519,yes,no,cellular,2,146,9,nonexistent,no
6995,48,admin.,single,secondary,no,-874,yes,no,cellular,2,151,7,nonexistent,no
6996,28,housemaid,single,secondary,no,781,yes,no,cellular,1,999,0,unknown,no
6997,27,blue-collar,married,secondary,no,1341,yes,yes,unknown,2,999,0,unknown,no
6998,35,management,married,tertiary,no,552,yes,yes,cellular,2,124,1,failure,no
6999,32,housemaid,single,tertiary,no,23663,yes,no,cellular,2,999,0,unknown,no
7000,66,retired,married,primary,no,747,no,no,telephone,3,93,1,failure,no
7001,56,management,single,tertiary,no,6507,yes,yes,cellular,1,196,1,failure,no
7002,73,retired,married,secondary,no,2850,no,no,cellular,2,28,5,failure,no
7003,37,services,single,secondary,no,105,no,yes,cellular,2,157,4,failure,no
7004,60,technician,married,secondary,no,1139,no,no,cellular,2,207,2,failure,no
7005,24,student,single,primary,no,0,no,no,unknown,26,999,0,unknown,no
7006,27,management,married,tertiary,no,4909,no,yes,cellular,3,999,0,unknown,no
7007,36,blue-collar,married,secondary,no,-42,no,yes,cellular,2,193,2,nonexistent,no
7008,28,blue-collar,married,secondary,no,597,yes,no,unknown,2,999,0,unknown,no
7009,28,blue-collar,single,secondary,no,975,yes,no,unknown,3,999,0,unknown,no
7010,34,self-employed,married,tertiary,no,980,no,no,cellular,2,54,4,failure,no
7011,27,technician,single,unknown,no,555,no,no,unknown,9,999,0,unknown,no
7012,28,blue-collar,married,secondary,no,269,yes,no,unknown,1,999,0,unknown,no
7013,27,blue-collar,married,secondary,no,5854,no,no,cellular,2,999,0,unknown,no
7014,46,technician,married,secondary,no,68,yes,yes,cellular,2,155,3,failure,no
7015,26,technician,married,secondary,no,18,yes,yes,cellular,1,999,0,unknown,no
7016,31,blue-collar,married,primary,no,2929,yes,no,cellular,3,150,3,failure,no
7017,39,blue-collar,married,secondary,no,5222,yes,no,cellular,2,177,1,failure,no
7018,28,blue-collar,divorced,primary,no,410,yes,no,unknown,3,999,0,unknown,no
7019,44,management,married,secondary,no,488,no,yes,cellular,2,183,11,failure,no
7020,56,management,married,tertiary,no,25290,no,no,cellular,12,999,0,unknown,no
7021,74,retired,married,primary,no,2894,no,no,telephone,5,204,2,nonexistent,no
7022,38,admin.,married,secondary,no,-500,no,yes,cellular,1,195,5,nonexistent,no
7023,27,unemployed,single,primary,no,93,no,no,unknown,1,999,0,unknown,no
7024,27,blue-collar,married,secondary,no,-132,yes,no,unknown,1,999,0,unknown,no
7025,45,technician,single,tertiary,no,302,yes,no,cellular,2,154,4,failure,no
7026,24,blue-collar,married,secondary,no,32,no,no,unknown,3,999,0,unknown,no
7027,48,admin.,married,secondary,no,17957,no,no,unknown,7,999,0,unknown,no
7028,54,management,divorced,tertiary,no,29887,yes,no,unknown,1,999,0,unknown,no
7029,25,technician,single,secondary,no,945,yes,no,cellular,4,999,0,unknown,no
7030,25,student,single,tertiary,no,-113,no,no,cellular,3,999,0,unknown,no
7031,37,unemployed,married,secondary,no,356,no,no,cellular,2,216,1,failure,no
7032,34,management,single,tertiary,no,11350,yes,no,cellular,1,176,1,failure,no
7033,80,retired,married,primary,no,2954,no,no,cellular,1,999,0,unknown,no
7034,28,management,single,tertiary,no,4985,yes,no,cellular,2,999,0,unknown,no
7035,26,blue-collar,married,secondary,yes,-82,yes,no,unknown,2,999,0,unknown,no
7036,54,management,married,tertiary,no,2960,yes,no,cellular,9,85,1,failure,no
7037,26,student,single,secondary,no,611,no,no,cellular,2,69,3,failure,no
7038,54,admin.,married,secondary,no,263,no,yes,telephone,4,195,7,failure,no
7039,77,retired,married,primary,no,680,no,no,telephone,4,94,3,failure,no
7040,51,housemaid,married,unknown,no,21244,no,yes,cellular,2,999,0,unknown,no
7041,32,management,single,tertiary,no,131,yes,no,cellular,1,81,1,nonexistent,no
7042,72,retired,married,primary,no,0,no,no,cellular,2,999,0,unknown,no
7043,45,technician,divorced,secondary,no,1738,no,no,cellular,1,106,2,failure,no
7044,28,entrepreneur,single,unknown,no,1306,yes,no,unknown,3,999,0,unknown,no
7045,46,management,married,tertiary,no,22452,yes,no,cellular,1,999,0,unknown,no
7046,26,technician,single,secondary,no,-525,yes,yes,cellular,1,999,0,unknown,no
7047,28,blue-collar,single,secondary,no,2806,no,no,cellular,1,120,1,nonexistent,no
7048,32,admin.,single,secondary,no,8626,no,no,cellular,1,196,2,failure,no
7049,40,admin.,married,tertiary,no,1108,no,no,cellular,2,76,3,failure,no
7050,26,admin.,single,secondary,no,802,no,no,cellular,1,2,2,nonexistent,no
7051,30,technician,single,secondary,no,601,no,no,cellular,3,105,1,failure,no
7052,34,technician,single,tertiary,no,2047,yes,no,cellular,2,113,5,failure,no
7053,34,blue-collar,married,primary,no,2720,yes,no,cellular,2,179,3,failure,no
7054,25,admin.,single,secondary,no,0,no,yes,cellular,1,999,0,unknown,no
7055,26,student,single,tertiary,yes,47,no,yes,cellular,2,999,0,unknown,no
7056,33,management,married,secondary,no,369,no,no,cellular,1,92,3,failure,no
7057,27,student,married,tertiary,no,659,yes,no,unknown,2,999,0,unknown,no
7058,27,technician,single,secondary,no,16,no,no,unknown,1,999,0,unknown,no
7059,28,blue-collar,single,secondary,no,0,yes,no,cellular,3,999,0,unknown,no
7060,51,blue-collar,married,secondary,no,1414,yes,no,unknown,3,186,2,failure,no
7061,26,services,single,secondary,no,186,yes,no,unknown,3,999,0,unknown,no
7062,25,student,single,secondary,no,41,yes,no,telephone,2,999,0,unknown,no
7063,32,management,single,tertiary,no,12686,yes,no,cellular,1,170,1,failure,no
7064,26,services,married,secondary,no,549,no,no,unknown,1,999,0,unknown,no
7065,29,admin.,married,tertiary,no,238,no,no,cellular,1,78,3,success,no
7066,24,blue-collar,single,secondary,no,327,yes,no,unknown,2,999,0,unknown,no
7067,26,self-employed,married,secondary,yes,254,yes,yes,cellular,1,999,0,unknown,no
7068,32,student,single,unknown,no,640,no,no,cellular,2,134,1,failure,no
7069,28,admin.,single,tertiary,no,422,yes,no,unknown,1,999,0,unknown,no
7070,44,technician,single,tertiary,no,678,no,no,cellular,1,124,2,nonexistent,no
7071,32,blue-collar,single,secondary,no,2696,yes,no,cellular,6,169,3,failure,no
7072,26,blue-collar,single,secondary,no,-333,no,yes,unknown,1,999,0,unknown,no
7073,61,management,married,tertiary,no,0,yes,yes,cellular,1,115,2,failure,no
7074,26,blue-collar,married,primary,no,399,yes,no,cellular,2,999,0,unknown,no
7075,39,management,single,tertiary,no,313,no,yes,cellular,5,196,1,nonexistent,no
7076,35,technician,divorced,tertiary,no,1718,yes,yes,cellular,1,167,16,nonexistent,no
7077,44,unemployed,married,secondary,no,0,yes,no,cellular,1,195,2,failure,no
7078,35,admin.,married,secondary,no,3187,yes,no,cellular,2,183,1,failure,no
7079,39,admin.,married,secondary,no,26233,no,no,cellular,1,999,0,unknown,no
7080,30,technician,married,secondary,no,-306,yes,yes,cellular,1,186,1,failure,no
7081,28,technician,single,secondary,no,0,no,yes,cellular,2,999,0,unknown,no
7082,24,student,single,tertiary,no,1535,yes,no,unknown,2,999,0,unknown,no
7083,40,management,married,tertiary,no,52527,no,no,cellular,11,999,0,unknown,no
7084,34,management,married,tertiary,no,250,no,no,cellular,1,188,8,nonexistent,no
7085,59,unknown,married,unknown,no,1500,no,no,cellular,1,104,2,failure,no
7086,52,technician,married,secondary,no,196,yes,yes,cellular,2,99,1,success,no
7087,55,admin.,married,secondary,no,499,yes,yes,cellular,4,150,1,nonexistent,no
7088,28,management,single,secondary,no,311,yes,no,unknown,13,999,0,unknown,no
7089,34,management,single,tertiary,no,-444,yes,yes,cellular,2,148,4,nonexistent,no
7090,24,technician,single,secondary,no,-46,yes,no,unknown,1,999,0,unknown,no
7091,37,blue-collar,married,secondary,no,4321,no,no,cellular,2,95,1,success,no
7092,75,retired,divorced,primary,no,46,no,no,cellular,1,999,0,unknown,no
7093,38,technician,single,secondary,no,8381,no,no,cellular,1,145,1,failure,no
7094,27,technician,married,secondary,no,512,yes,no,unknown,1,999,0,unknown,no
7095,30,admin.,single,secondary,no,2802,no,yes,telephone,2,137,2,failure,no
7096,35,blue-collar,married,secondary,no,911,yes,no,cellular,2,181,5,nonexistent,no
7097,67,retired,married,primary,no,2,no,no,cellular,1,999,0,unknown,no
7098,44,services,single,secondary,no,5045,yes,no,cellular,6,175,15,nonexistent,no
7099,24,blue-collar,single,primary,no,174,yes,no,cellular,3,999,0,unknown,no
7100,32,admin.,single,tertiary,no,2004,no,no,cellular,1,75,1,failure,no
7101,72,retired,married,secondary,no,2850,no,no,cellular,2,241,1,success,no
7102,41,entrepreneur,married,secondary,no,-1882,yes,no,cellular,5,151,2,nonexistent,no
7103,50,technician,single,secondary,no,246,yes,no,cellular,1,123,2,failure,no
7104,28,blue-collar,single,secondary,no,-267,yes,no,unknown,4,999,0,unknown,no
7105,34,technician,married,secondary,no,272,yes,no,cellular,1,201,2,failure,no
7106,31,management,single,tertiary,no,3967,yes,no,cellular,1,182,1,failure,no
7107,67,retired,married,unknown,no,696,no,no,telephone,1,105,2,failure,no
7108,33,technician,single,secondary,no,2583,no,no,cellular,1,108,1,failure,no
7109,34,technician,single,secondary,no,105,yes,no,cellular,1,196,2,failure,no
7110,57,management,divorced,tertiary,no,2549,no,no,cellular,3,197,2,failure,no
7111,50,admin.,married,secondary,no,167,no,yes,cellular,1,133,1,failure,no
7112,33,management,single,tertiary,no,2294,yes,no,cellular,1,178,1,nonexistent,no
7113,25,services,single,secondary,no,443,yes,no,cellular,1,999,0,unknown,no
7114,26,admin.,single,tertiary,no,3672,yes,no,unknown,5,999,0,unknown,no
7115,25,blue-collar,single,primary,no,6,yes,yes,unknown,2,999,0,unknown,no
7116,25,technician,divorced,tertiary,no,2317,yes,no,cellular,4,999,0,unknown,no
7117,28,technician,single,secondary,no,1363,no,no,cellular,3,102,1,success,no
7118,28,technician,married,secondary,no,839,yes,no,unknown,2,999,0,unknown,no
7119,35,unemployed,divorced,tertiary,no,8903,yes,no,cellular,1,175,6,failure,no
7120,25,management,single,tertiary,no,710,no,no,unknown,1,999,0,unknown,no
7121,27,self-employed,single,tertiary,no,1000,no,no,cellular,1,999,0,unknown,no
7122,45,management,divorced,tertiary,no,24598,yes,no,unknown,3,999,0,unknown,no
7123,46,technician,married,tertiary,no,31630,no,no,cellular,2,214,1,failure,no
7124,24,technician,single,primary,no,126,yes,no,unknown,58,999,0,unknown,no
7125,38,technician,married,secondary,no,1,yes,no,cellular,5,199,1,success,no
7126,28,blue-collar,married,primary,no,0,yes,no,cellular,2,999,0,unknown,no
7127,49,services,single,unknown,no,5095,yes,no,cellular,2,157,1,failure,no
7128,26,admin.,single,secondary,no,92,yes,no,unknown,1,999,0,unknown,no
7129,71,retired,married,tertiary,no,2651,no,no,cellular,2,999,0,unknown,no
7130,75,retired,divorced,primary,no,18,no,no,cellular,4,999,0,unknown,no
7131,37,admin.,single,tertiary,no,2317,yes,no,cellular,1,152,2,failure,no
7132,45,blue-collar,married,primary,no,0,yes,yes,cellular,3,172,5,failure,no
7133,35,self-employed,married,tertiary,no,35368,yes,no,unknown,1,999,0,unknown,no
7134,37,admin.,married,secondary,no,529,yes,no,cellular,1,149,2,nonexistent,no
7135,28,services,single,secondary,yes,-7,no,yes,cellular,5,999,0,unknown,no
7136,75,retired,divorced,primary,no,852,no,no,cellular,1,999,0,unknown,no
7137,71,retired,married,secondary,no,29941,no,no,telephone,1,71,3,nonexistent,no
7138,38,admin.,married,secondary,no,5270,no,no,cellular,1,91,12,nonexistent,no
7139,27,student,single,tertiary,no,1390,no,no,cellular,1,999,0,unknown,no
7140,56,services,married,primary,no,444,yes,no,cellular,1,166,1,failure,no
7141,36,unemployed,married,tertiary,no,7222,yes,no,cellular,1,181,5,failure,no
7142,28,blue-collar,married,primary,no,413,yes,no,cellular,1,999,0,unknown,no
7143,46,management,married,tertiary,no,810,yes,yes,cellular,2,176,1,nonexistent,no
7144,39,services,married,secondary,no,323,no,no,cellular,3,182,3,nonexistent,no
7145,40,admin.,married,secondary,no,7711,yes,no,cellular,5,135,1,failure,no
7146,39,management,single,tertiary,no,633,no,no,cellular,2,133,3,failure,no
7147,28,blue-collar,married,primary,no,32,yes,no,unknown,1,999,0,unknown,no
7148,41,management,married,tertiary,no,20,yes,no,cellular,1,151,2,failure,no
7149,50,technician,divorced,secondary,no,0,yes,no,cellular,3,92,3,failure,no
7150,45,technician,married,secondary,no,999,yes,no,cellular,6,188,2,failure,no
7151,49,unemployed,married,tertiary,no,-471,yes,no,cellular,3,185,7,failure,no
7152,35,technician,single,tertiary,no,144,yes,yes,cellular,4,113,20,failure,no
7153,46,technician,married,unknown,no,557,yes,no,cellular,1,197,4,failure,no
7154,36,admin.,single,secondary,no,0,yes,yes,cellular,1,189,1,failure,no
7155,22,services,single,secondary,no,395,yes,no,unknown,1,999,0,unknown,no
7156,28,admin.,single,secondary,no,775,no,no,cellular,2,999,0,unknown,no
7157,23,student,single,secondary,no,157,yes,no,unknown,1,999,0,unknown,no
7158,25,admin.,single,secondary,no,19,no,no,cellular,1,999,0,unknown,no
7159,28,management,single,tertiary,no,145,yes,no,cellular,1,999,0,unknown,no
7160,30,management,single,tertiary,no,938,no,no,cellular,2,105,1,nonexistent,no
7161,33,management,single,tertiary,no,2667,yes,no,cellular,1,180,3,failure,no
7162,20,student,single,secondary,no,1191,no,no,cellular,1,999,0,unknown,no
7163,42,blue-collar,married,secondary,no,1449,yes,no,cellular,1,173,1,failure,no
7164,38,technician,married,secondary,no,1063,yes,no,cellular,5,113,2,failure,no
7165,31,management,single,tertiary,no,2915,no,no,cellular,1,86,1,failure,no
7166,46,management,married,tertiary,no,0,yes,no,cellular,1,199,2,failure,no
7167,40,technician,married,secondary,no,4441,yes,no,cellular,2,183,2,failure,no
7168,35,blue-collar,married,secondary,no,5304,yes,no,cellular,1,183,2,failure,no
7169,33,management,married,tertiary,no,22867,yes,no,cellular,1,92,5,success,no
7170,23,admin.,single,tertiary,no,0,no,no,cellular,2,999,0,unknown,no
7171,22,admin.,married,secondary,no,967,yes,no,unknown,1,999,0,unknown,no
7172,31,unemployed,divorced,tertiary,no,256,yes,no,cellular,1,201,2,success,no
7173,22,student,single,secondary,no,280,yes,no,unknown,4,999,0,unknown,no
7174,26,admin.,single,tertiary,no,2170,yes,no,cellular,1,29,1,failure,no
7175,34,blue-collar,married,primary,no,500,yes,no,cellular,2,182,1,failure,no
7176,27,management,single,secondary,no,0,yes,no,cellular,1,999,0,unknown,no
7177,28,self-employed,single,tertiary,no,1579,no,no,cellular,3,999,0,unknown,no
7178,42,blue-collar,married,secondary,no,2152,yes,no,cellular,2,169,1,failure,no
7179,27,services,single,secondary,no,-232,no,no,cellular,1,999,0,unknown,no
7180,39,management,divorced,secondary,no,-17,no,no,cellular,1,146,4,failure,no
7181,26,blue-collar,married,secondary,no,818,no,no,cellular,2,999,0,unknown,no
7182,62,technician,married,unknown,no,635,no,no,cellular,4,247,1,nonexistent,no
7183,27,technician,married,tertiary,no,77,yes,no,cellular,1,999,0,unknown,no
7184,31,management,single,tertiary,no,2085,yes,no,cellular,2,93,4,failure,no
7185,64,housemaid,married,primary,no,768,no,no,cellular,2,182,1,success,no
7186,42,management,married,tertiary,no,298,no,no,cellular,4,115,6,failure,no
7187,26,technician,married,tertiary,no,450,yes,yes,unknown,1,999,0,unknown,no
