年齢,職業,婚姻,学歴,平均残高,住宅ローン,個人ローン
32,technician,single,tertiary,654,True,False
34,management,married,tertiary,333,False,False
37,unemployed,married,tertiary,7620,False,False
27,student,single,secondary,253,False,False
32,technician,single,tertiary,705,True,False
27,technician,single,tertiary,11862,False,False
33,technician,single,tertiary,109,True,True
40,blue-collar,married,primary,-310,True,True
48,management,single,tertiary,5689,False,False
60,management,married,tertiary,205,False,False
37,services,married,secondary,2915,False,False
32,management,married,tertiary,937,False,False
24,self-employed,single,,1179,False,False
40,management,married,secondary,363,True,True
24,student,single,secondary,23878,False,False
35,blue-collar,single,secondary,142,True,False
42,technician,married,secondary,1066,False,False
34,management,single,tertiary,699,False,False
55,management,married,tertiary,42,False,False
30,technician,married,tertiary,1570,True,False
32,technician,single,tertiary,2340,False,False
30,management,single,tertiary,320,False,False
52,unemployed,married,secondary,5091,False,False
56,entrepreneur,married,secondary,339,True,False
30,technician,single,tertiary,411,False,False
32,services,single,secondary,995,True,False
58,technician,married,secondary,3399,False,False
44,management,married,tertiary,2365,False,True
43,management,married,tertiary,79,False,False
26,student,single,secondary,8015,False,False
25,student,single,secondary,715,False,False
26,management,married,tertiary,243,False,False
36,management,married,tertiary,753,False,False
31,technician,single,secondary,138,False,False
40,unemployed,married,secondary,1289,False,False
29,,single,secondary,923,False,False
30,technician,single,secondary,707,False,False
27,technician,single,secondary,405,False,False
31,management,single,tertiary,816,True,False
33,technician,single,secondary,4792,False,False
25,management,single,tertiary,1602,True,False
37,admin.,married,secondary,11303,False,False
30,management,single,tertiary,938,False,False
47,,married,,8,False,False
25,management,single,tertiary,1317,False,False
51,entrepreneur,married,primary,1443,False,False
34,management,married,tertiary,47,False,False
45,unemployed,married,secondary,1040,False,False
33,management,married,tertiary,1778,False,False
54,,married,secondary,1157,False,False
34,management,single,tertiary,808,False,False
58,unemployed,married,secondary,68,False,False
27,management,single,tertiary,207,False,False
26,self-employed,single,tertiary,560,False,False
35,technician,married,tertiary,8029,True,False
25,student,single,tertiary,241,False,False
58,retired,married,secondary,2714,False,False
60,retired,divorced,tertiary,4,True,False
35,technician,single,secondary,1693,True,False
30,management,married,,385,False,False
54,technician,married,tertiary,6507,False,False
34,technician,married,tertiary,23076,False,False
48,management,divorced,tertiary,17964,True,False
41,management,married,tertiary,3769,True,False
25,admin.,single,tertiary,220,False,False
27,unemployed,single,primary,223,False,False
26,admin.,single,tertiary,2170,True,False
32,technician,divorced,tertiary,267,False,False
58,retired,married,primary,928,False,False
43,management,married,tertiary,228,True,False
26,admin.,married,,4311,False,False
24,student,married,,146,False,False
59,management,divorced,tertiary,81,False,False
36,technician,married,secondary,15485,False,False
31,technician,married,secondary,180,False,False
52,technician,married,secondary,195,True,False
60,retired,married,tertiary,846,False,False
43,management,divorced,tertiary,36,False,False
28,self-employed,single,tertiary,805,False,False
59,management,married,tertiary,1831,False,False
28,admin.,single,tertiary,336,False,False
25,management,single,tertiary,530,False,False
50,management,married,tertiary,2635,False,False
21,technician,single,,360,False,False
25,student,single,tertiary,326,False,False
57,self-employed,married,tertiary,350,False,False
60,management,married,tertiary,21088,True,False
51,management,married,tertiary,583,False,False
26,student,single,secondary,100,False,False
31,management,married,tertiary,2196,True,False
34,management,single,tertiary,0,False,False
49,technician,single,secondary,0,True,False
34,housemaid,married,tertiary,0,False,False
46,management,married,tertiary,0,False,False
60,admin.,married,,1088,True,False
38,management,married,,3576,False,False
30,self-employed,single,tertiary,166,False,False
32,technician,married,tertiary,4089,False,False
46,technician,married,secondary,2501,False,False
34,management,single,tertiary,0,True,True
44,technician,single,tertiary,643,False,False
34,technician,married,tertiary,0,False,False
29,services,married,secondary,1135,True,False
32,management,married,tertiary,410,True,False
36,admin.,single,tertiary,635,False,False
32,technician,married,,712,False,False
36,technician,single,secondary,144,False,False
55,technician,divorced,secondary,217,True,True
25,student,single,secondary,304,False,False
26,student,single,tertiary,39,False,False
21,blue-collar,single,secondary,164,False,False
53,blue-collar,married,primary,655,True,False
56,services,divorced,primary,23,False,False
34,technician,single,secondary,2178,True,False
28,admin.,married,secondary,0,True,True
28,admin.,married,secondary,147,True,True
29,management,single,tertiary,2907,True,False
25,student,single,,3,False,False
34,management,married,tertiary,402,False,False
28,technician,single,secondary,6551,False,False
33,admin.,single,tertiary,1077,False,False
26,student,single,tertiary,255,False,False
60,retired,married,tertiary,3461,False,False
29,student,single,tertiary,795,False,False
25,technician,single,secondary,1847,False,False
60,management,married,tertiary,1574,False,False
32,management,single,tertiary,312,False,False
47,housemaid,single,secondary,17023,False,False
29,management,single,tertiary,15459,False,False
25,admin.,married,tertiary,906,False,False
21,admin.,single,secondary,524,False,False
34,management,single,tertiary,2555,True,False
32,management,married,tertiary,8,True,False
24,technician,single,secondary,1234,False,False
41,self-employed,single,tertiary,1081,False,False
50,admin.,married,tertiary,843,False,True
44,technician,single,tertiary,2033,False,False
47,admin.,married,tertiary,2279,True,True
30,admin.,single,secondary,983,True,False
29,self-employed,married,tertiary,2305,False,False
56,management,divorced,,854,False,False
47,admin.,divorced,secondary,2232,False,False
37,admin.,married,secondary,1967,False,False
27,management,single,tertiary,80,False,False
34,admin.,married,secondary,1406,True,False
60,retired,divorced,secondary,1923,False,False
26,management,single,tertiary,155,True,False
27,management,single,tertiary,7,False,False
49,housemaid,married,primary,5038,True,False
37,admin.,married,secondary,1559,False,False
27,student,single,secondary,274,False,False
28,admin.,single,secondary,157,False,False
50,services,married,secondary,77,False,False
58,retired,married,primary,-235,False,True
24,admin.,single,tertiary,0,True,False
51,housemaid,married,,2337,True,False
26,admin.,single,secondary,2509,False,False
43,management,married,tertiary,1188,False,False
30,admin.,single,secondary,1027,True,False
39,technician,married,secondary,505,False,False
25,management,single,tertiary,430,False,True
37,admin.,married,secondary,7,True,False
24,blue-collar,single,secondary,383,False,False
60,housemaid,divorced,secondary,2063,False,False
25,management,single,tertiary,808,False,False
32,blue-collar,married,secondary,10287,True,False
32,unemployed,single,secondary,0,False,False
25,student,single,,92,False,False
30,management,single,tertiary,5359,False,False
54,self-employed,single,tertiary,384,False,True
45,management,single,tertiary,0,False,False
39,entrepreneur,married,secondary,3471,True,False
51,housemaid,married,secondary,2239,False,False
35,technician,married,secondary,1368,False,False
26,student,single,secondary,0,False,False
32,admin.,single,secondary,1649,False,False
54,retired,divorced,tertiary,3076,False,False
43,management,married,tertiary,1336,True,True
25,admin.,single,secondary,425,False,False
46,management,married,tertiary,2199,False,False
24,blue-collar,single,,192,False,False
44,management,married,tertiary,7818,False,False
36,management,married,tertiary,217,False,False
56,admin.,single,secondary,4118,False,False
38,technician,single,secondary,2442,False,False
25,management,single,tertiary,222,False,False
23,admin.,single,secondary,1358,False,False
28,management,single,tertiary,0,False,False
42,management,married,tertiary,261,False,False
21,blue-collar,single,secondary,2265,False,False
26,student,single,tertiary,13107,True,False
58,housemaid,married,secondary,196,False,True
54,management,divorced,tertiary,55,True,False
25,admin.,single,tertiary,760,True,False
55,admin.,divorced,secondary,1872,False,False
32,blue-collar,single,secondary,4339,True,True
25,student,single,,277,False,False
39,blue-collar,single,secondary,254,False,False
28,management,married,tertiary,1109,True,False
32,self-employed,single,tertiary,312,True,False
55,management,married,tertiary,39098,False,False
30,self-employed,single,tertiary,48,False,False
52,technician,married,secondary,196,True,True
43,admin.,married,secondary,132,False,False
39,technician,married,tertiary,437,False,False
29,management,single,tertiary,559,False,False
56,admin.,married,secondary,1671,False,False
23,student,single,,565,False,False
50,management,married,tertiary,253,False,False
34,management,married,tertiary,8000,False,False
29,services,married,secondary,3748,False,False
26,management,single,tertiary,2506,False,False
36,self-employed,married,tertiary,687,True,False
58,retired,married,secondary,3382,False,True
36,admin.,married,secondary,953,True,False
35,admin.,single,tertiary,777,False,True
45,admin.,married,,2033,False,False
30,admin.,married,secondary,0,False,False
24,student,single,secondary,501,False,False
24,technician,single,secondary,434,False,False
25,technician,single,secondary,7103,True,False
31,services,single,secondary,278,False,False
25,technician,married,secondary,517,False,False
51,management,married,tertiary,994,False,False
30,management,single,tertiary,1269,False,False
45,management,single,tertiary,1411,False,False
32,blue-collar,single,secondary,604,False,True
38,technician,single,secondary,311,True,False
35,technician,single,tertiary,2288,False,False
57,retired,married,tertiary,0,False,False
37,admin.,married,tertiary,23,True,False
55,admin.,married,secondary,602,False,False
57,entrepreneur,married,secondary,2464,False,False
57,management,married,tertiary,473,False,False
55,technician,married,secondary,511,True,False
28,admin.,single,tertiary,14,False,False
38,technician,single,tertiary,0,True,False
48,management,married,tertiary,1167,True,True
46,admin.,divorced,secondary,3280,False,False
26,management,single,tertiary,1274,True,False
25,unemployed,single,tertiary,343,False,False
49,management,married,tertiary,1808,True,False
25,technician,single,secondary,1199,False,False
40,management,divorced,tertiary,3355,False,False
43,management,married,tertiary,0,False,False
38,housemaid,divorced,secondary,70,False,False
41,technician,divorced,tertiary,2611,True,False
47,technician,married,tertiary,213,False,False
37,technician,married,tertiary,6968,False,False
60,technician,married,secondary,1740,False,False
46,management,divorced,tertiary,4629,False,False
24,student,single,,839,False,False
45,blue-collar,married,secondary,1723,False,False
33,management,married,tertiary,1323,False,False
45,admin.,married,tertiary,2552,False,False
30,management,married,tertiary,155,True,False
59,admin.,married,secondary,205,False,False
59,retired,married,tertiary,1312,True,False
46,technician,single,secondary,5862,False,False
26,management,single,secondary,2613,False,False
25,student,single,secondary,1116,True,False
31,unemployed,single,primary,3652,False,False
58,unemployed,single,tertiary,2094,False,False
34,admin.,single,secondary,528,False,False
58,management,married,tertiary,2764,False,False
49,admin.,married,secondary,0,False,False
25,technician,single,secondary,938,False,False
53,technician,married,secondary,284,False,False
42,entrepreneur,married,secondary,707,False,False
43,management,married,tertiary,1059,False,True
49,technician,married,secondary,1684,False,True
54,management,married,tertiary,534,False,False
47,technician,married,secondary,293,False,False
55,technician,married,secondary,0,True,True
52,technician,married,secondary,0,True,False
37,management,married,tertiary,1352,False,False
52,entrepreneur,married,primary,1998,False,False
60,management,married,tertiary,261,True,True
34,blue-collar,married,secondary,262,False,False
57,retired,married,tertiary,1292,False,False
35,management,single,tertiary,671,True,False
56,management,married,tertiary,1407,False,False
47,,single,,1819,False,False
46,management,married,tertiary,0,True,False
52,retired,married,primary,1629,False,False
45,entrepreneur,married,tertiary,98,False,False
48,housemaid,married,primary,332,True,False
50,management,married,tertiary,85,False,True
49,management,single,tertiary,493,False,False
30,management,single,tertiary,147,False,False
54,services,divorced,secondary,0,False,False
53,admin.,married,secondary,2851,False,True
43,management,divorced,tertiary,2367,False,False
42,management,divorced,tertiary,0,False,False
46,admin.,divorced,secondary,2087,False,False
23,services,single,secondary,31,False,False
48,management,married,tertiary,3842,False,False
30,self-employed,single,tertiary,3343,False,False
38,technician,single,tertiary,25,True,False
38,unemployed,single,secondary,804,False,False
34,student,single,,1011,False,False
39,technician,single,tertiary,139,False,False
52,admin.,single,secondary,-528,True,True
58,management,married,primary,1727,False,False
57,retired,divorced,primary,698,False,False
27,management,single,tertiary,1840,False,False
60,management,married,tertiary,3824,False,False
58,technician,married,tertiary,883,False,False
55,blue-collar,married,secondary,16873,False,False
31,self-employed,single,tertiary,283,False,False
27,services,single,secondary,0,False,False
44,management,divorced,tertiary,7541,True,False
34,management,married,tertiary,690,True,False
50,technician,divorced,secondary,0,False,False
40,blue-collar,married,secondary,1451,False,False
36,technician,married,tertiary,202,False,False
41,management,married,tertiary,10758,True,False
36,management,married,tertiary,387,False,False
36,admin.,single,secondary,119,False,False
47,management,married,tertiary,2351,False,False
30,management,single,tertiary,3289,False,False
32,technician,married,tertiary,0,True,False
47,,single,,172,False,False
43,blue-collar,married,secondary,1025,True,False
29,management,single,tertiary,92,False,False
54,unemployed,divorced,secondary,1664,False,False
26,management,single,tertiary,1623,False,False
34,management,divorced,tertiary,2466,False,False
37,admin.,married,secondary,597,False,False
32,admin.,single,secondary,6981,True,False
37,admin.,married,secondary,0,True,False
34,management,married,tertiary,611,False,False
36,management,single,tertiary,688,False,False
53,management,married,,2240,True,False
48,blue-collar,married,secondary,238,True,True
26,admin.,single,tertiary,313,False,True
30,student,single,secondary,1555,False,False
36,unemployed,single,secondary,851,False,False
44,management,married,tertiary,1954,False,False
45,management,married,tertiary,1788,False,False
26,management,single,tertiary,3178,False,False
34,self-employed,single,tertiary,90,False,False
29,management,single,tertiary,307,True,False
40,services,married,secondary,0,True,False
26,technician,married,secondary,915,False,False
40,unemployed,single,tertiary,7968,False,False
47,management,married,tertiary,1147,False,False
56,housemaid,divorced,primary,61,False,False
41,management,married,secondary,280,True,False
34,self-employed,married,tertiary,2427,False,False
35,technician,married,secondary,2789,True,False
43,blue-collar,married,secondary,2160,False,False
59,unemployed,divorced,secondary,2026,False,False
52,technician,divorced,secondary,1005,True,False
38,admin.,married,tertiary,1988,False,False
38,technician,married,secondary,1931,False,False
38,self-employed,married,tertiary,846,False,False
49,technician,divorced,tertiary,1807,True,False
33,services,divorced,secondary,1117,False,False
28,management,single,,560,False,False
50,technician,married,secondary,3370,False,False
39,admin.,single,secondary,782,True,False
56,services,divorced,secondary,935,False,False
53,admin.,married,secondary,109,False,False
60,housemaid,married,secondary,283,False,False
57,technician,married,primary,3376,True,False
25,management,single,tertiary,4578,False,False
39,technician,married,secondary,1587,True,False
42,services,married,secondary,1376,True,False
45,management,married,tertiary,273,True,False
36,blue-collar,married,secondary,79,True,True
50,blue-collar,married,primary,3764,False,False
25,management,single,tertiary,1628,False,False
29,self-employed,single,tertiary,871,True,False
49,technician,married,tertiary,523,True,False
27,technician,single,tertiary,15161,False,False
55,management,divorced,tertiary,1633,False,False
51,self-employed,married,secondary,4920,False,False
32,admin.,married,tertiary,653,False,False
35,admin.,married,secondary,269,True,True
39,unemployed,single,tertiary,79,False,False
53,entrepreneur,married,primary,55,False,False
45,management,single,secondary,5993,False,False
60,retired,married,primary,1906,False,False
38,technician,married,secondary,5115,True,False
30,student,single,tertiary,3094,False,False
56,unemployed,married,secondary,1350,False,False
31,student,single,tertiary,64,False,False
56,management,divorced,tertiary,659,False,True
29,technician,single,secondary,1165,False,False
41,technician,married,secondary,1602,True,False
28,self-employed,single,tertiary,5215,False,False
49,services,married,secondary,7019,True,False
24,student,single,secondary,228,False,False
26,admin.,single,secondary,96,False,False
32,management,married,secondary,625,True,False
34,admin.,single,secondary,4447,True,False
32,management,divorced,tertiary,530,True,False
29,services,married,secondary,399,False,False
46,blue-collar,married,secondary,1568,True,False
57,blue-collar,married,primary,3109,False,False
41,admin.,married,secondary,1021,False,False
40,technician,married,secondary,4298,False,False
45,technician,divorced,tertiary,10768,True,False
28,technician,single,tertiary,4987,False,False
43,services,single,secondary,2444,False,True
44,blue-collar,married,secondary,878,True,False
33,technician,divorced,tertiary,0,True,False
35,blue-collar,married,,444,False,False
54,admin.,single,secondary,189,False,False
37,entrepreneur,married,tertiary,189,False,False
58,technician,married,tertiary,12322,False,False
52,management,married,tertiary,0,False,False
54,management,married,tertiary,55,True,False
35,management,married,tertiary,5367,False,False
30,housemaid,married,secondary,533,True,False
38,blue-collar,married,secondary,2467,False,False
39,management,single,tertiary,3797,False,False
49,management,married,tertiary,5887,False,False
38,admin.,single,secondary,626,False,False
40,self-employed,single,tertiary,2893,False,False
35,technician,married,tertiary,1354,False,False
30,management,married,tertiary,942,False,False
34,admin.,single,secondary,0,True,False
34,admin.,married,tertiary,21,False,True
35,technician,divorced,secondary,2823,True,False
54,management,married,primary,2587,False,False
54,management,married,tertiary,446,False,False
27,student,single,secondary,121,False,False
56,retired,married,secondary,0,False,False
29,technician,married,secondary,23,True,False
52,technician,married,secondary,0,False,False
34,unemployed,married,secondary,978,False,False
60,technician,married,secondary,294,False,False
32,self-employed,married,secondary,409,False,False
30,student,single,secondary,155,False,False
40,student,single,secondary,595,True,False
54,self-employed,married,tertiary,990,False,False
27,admin.,single,secondary,261,True,True
27,technician,single,tertiary,200,False,False
55,entrepreneur,married,secondary,27624,False,False
30,management,married,tertiary,2694,False,False
29,blue-collar,married,secondary,15,False,False
34,management,married,tertiary,1870,True,False
59,retired,married,primary,2632,False,False
29,management,single,tertiary,3846,False,False
38,housemaid,single,tertiary,0,False,False
42,blue-collar,married,secondary,2913,False,False
41,blue-collar,married,secondary,140,True,False
33,management,divorced,tertiary,2240,False,False
23,technician,single,secondary,4545,False,False
34,technician,married,tertiary,127,False,False
52,management,divorced,tertiary,2104,False,False
44,services,married,secondary,332,False,False
29,blue-collar,married,primary,5,False,False
39,admin.,married,secondary,150,False,False
36,unemployed,married,tertiary,7222,True,False
31,technician,single,tertiary,882,False,False
60,management,divorced,tertiary,366,False,False
37,management,married,tertiary,865,True,False
31,student,single,secondary,216,False,False
25,student,single,tertiary,1189,False,False
34,management,married,tertiary,3402,False,False
45,admin.,married,secondary,204,True,False
39,technician,married,tertiary,794,False,False
29,management,single,tertiary,637,True,False
38,technician,married,tertiary,34,False,True
55,management,divorced,tertiary,2383,False,False
51,management,single,tertiary,102127,False,False
26,technician,single,secondary,1231,True,False
33,services,single,tertiary,1268,True,False
45,technician,married,secondary,406,True,False
32,management,married,tertiary,3154,False,False
35,management,married,tertiary,3109,True,False
53,technician,married,tertiary,395,False,False
30,management,single,tertiary,3340,False,False
54,admin.,divorced,secondary,200,False,False
34,management,married,tertiary,1047,False,False
38,technician,married,secondary,1442,True,False
57,retired,married,secondary,718,False,False
50,management,married,secondary,268,False,False
46,technician,single,secondary,4367,True,False
56,admin.,married,secondary,3554,False,False
32,services,single,tertiary,785,False,False
39,blue-collar,single,tertiary,48,False,False
28,technician,single,tertiary,3623,False,False
39,management,married,tertiary,5142,False,False
58,management,married,tertiary,2261,True,False
37,technician,married,secondary,6384,True,True
29,self-employed,single,tertiary,7752,False,False
30,admin.,married,tertiary,4168,False,False
42,unemployed,married,tertiary,576,False,False
42,technician,married,tertiary,15445,False,False
44,management,married,tertiary,423,False,False
46,housemaid,married,tertiary,184,False,False
36,technician,married,tertiary,1731,True,False
33,admin.,single,secondary,16,True,True
26,management,single,tertiary,2786,False,False
57,retired,married,secondary,5313,False,False
55,entrepreneur,married,tertiary,82,False,False
30,technician,single,secondary,853,False,False
22,admin.,single,secondary,222,False,False
39,unemployed,married,tertiary,201,False,False
27,admin.,single,secondary,1,False,False
40,technician,married,secondary,694,True,False
34,blue-collar,married,secondary,398,True,False
41,management,married,tertiary,15787,False,True
56,retired,married,primary,1947,False,False
53,technician,married,tertiary,2600,False,False
41,admin.,divorced,secondary,1076,True,False
25,blue-collar,single,secondary,389,False,False
58,housemaid,married,primary,0,False,False
43,blue-collar,married,primary,3917,False,False
36,technician,divorced,secondary,3158,True,False
25,management,single,tertiary,362,False,False
39,technician,married,tertiary,1293,False,False
33,management,single,tertiary,1439,True,False
44,technician,married,tertiary,717,False,False
32,blue-collar,married,secondary,889,True,False
55,retired,divorced,secondary,2204,False,False
33,technician,single,secondary,781,True,False
38,management,married,tertiary,7255,True,False
29,management,single,tertiary,1739,True,False
40,management,married,tertiary,8963,False,False
22,student,single,secondary,4132,False,False
46,management,married,tertiary,946,True,False
43,management,divorced,tertiary,481,True,False
46,admin.,married,secondary,15,False,False
50,management,divorced,tertiary,810,False,False
30,management,single,tertiary,596,False,False
34,technician,married,secondary,114,True,True
29,management,single,tertiary,2389,False,False
35,services,married,secondary,52,True,False
37,management,married,tertiary,108,True,True
42,management,married,tertiary,2665,True,False
42,admin.,single,secondary,684,False,False
36,unemployed,married,secondary,352,True,False
37,services,single,secondary,1045,False,False
33,management,single,tertiary,506,False,False
27,management,married,secondary,2071,False,False
27,services,single,secondary,339,False,False
33,technician,single,tertiary,154,False,False
29,management,single,tertiary,572,False,False
36,management,single,tertiary,1027,True,False
29,student,single,secondary,1779,False,False
34,admin.,married,secondary,613,True,False
26,student,single,secondary,132,False,False
39,admin.,single,tertiary,22086,False,False
48,management,married,tertiary,-10,False,False
41,services,married,secondary,0,True,True
29,management,married,tertiary,205,False,False
33,technician,single,tertiary,317,True,False
40,services,married,secondary,17,False,False
32,management,married,tertiary,4945,False,False
26,technician,married,secondary,523,False,False
43,management,married,tertiary,2987,False,False
30,management,married,tertiary,419,True,False
30,management,single,tertiary,4,True,False
38,technician,single,secondary,1130,False,False
55,admin.,married,secondary,1662,False,False
25,admin.,single,secondary,1871,False,False
38,entrepreneur,divorced,secondary,1190,True,False
41,management,divorced,tertiary,3426,False,False
31,services,married,secondary,447,False,False
35,blue-collar,married,secondary,563,False,True
31,unemployed,married,secondary,6,False,False
25,services,single,secondary,594,False,False
44,technician,married,secondary,1319,False,False
37,technician,married,tertiary,549,False,False
22,student,single,secondary,64,False,False
34,technician,married,tertiary,932,True,False
38,management,married,tertiary,1988,True,False
31,management,single,tertiary,617,False,False
24,student,single,secondary,1957,False,False
24,unemployed,single,secondary,572,False,False
38,services,single,tertiary,5265,False,False
34,services,married,secondary,2918,False,True
50,entrepreneur,married,secondary,78,False,False
58,,married,primary,7369,False,False
32,management,single,tertiary,252,False,False
27,student,single,secondary,538,False,False
30,management,single,tertiary,3384,False,False
34,admin.,single,secondary,303,False,False
30,admin.,married,secondary,779,True,False
44,management,married,tertiary,170,False,False
29,admin.,single,tertiary,261,False,False
27,admin.,single,secondary,827,True,False
40,admin.,single,secondary,985,True,False
60,,married,,5003,False,False
50,management,single,secondary,431,False,False
28,unemployed,single,secondary,538,False,False
57,technician,divorced,tertiary,126,False,False
41,technician,single,secondary,631,False,False
31,management,single,tertiary,623,False,False
27,management,single,tertiary,587,False,False
29,admin.,single,secondary,488,True,False
60,retired,married,primary,55,False,False
24,student,single,,1693,False,False
46,admin.,married,secondary,974,False,False
54,management,single,tertiary,0,False,False
20,admin.,single,secondary,336,False,True
27,admin.,married,secondary,897,False,False
23,admin.,single,tertiary,230,False,False
28,management,single,secondary,171,False,False
22,admin.,single,tertiary,377,False,False
25,management,single,tertiary,295,False,False
28,management,single,secondary,1633,False,False
35,admin.,divorced,secondary,1085,False,False
58,retired,married,primary,1980,False,False
57,management,married,tertiary,1227,False,False
44,technician,married,tertiary,1933,False,False
25,services,single,secondary,801,False,False
31,blue-collar,married,primary,1644,False,False
33,management,single,tertiary,0,False,False
26,services,single,secondary,2158,True,True
40,technician,married,secondary,1819,False,False
34,services,single,tertiary,88,False,False
57,retired,married,secondary,1841,False,False
25,self-employed,single,tertiary,42,True,False
21,student,single,secondary,794,False,False
36,management,single,tertiary,2163,False,False
49,technician,married,secondary,905,False,False
54,management,married,tertiary,8295,False,False
59,retired,married,primary,0,False,False
28,admin.,married,tertiary,153,True,False
28,management,single,tertiary,874,True,False
24,management,single,tertiary,1004,True,False
34,blue-collar,single,secondary,215,False,False
37,blue-collar,married,secondary,4321,False,False
55,housemaid,married,,366,False,False
53,admin.,married,secondary,1796,False,False
30,technician,single,tertiary,0,True,False
35,management,single,tertiary,471,False,False
30,management,single,tertiary,2419,False,True
25,management,single,tertiary,289,False,False
59,housemaid,married,secondary,0,False,False
35,housemaid,single,primary,745,False,False
38,management,married,tertiary,1187,True,True
31,admin.,single,tertiary,516,False,False
23,student,single,secondary,9216,False,False
42,unemployed,single,primary,8037,False,False
21,services,single,secondary,361,False,False
31,management,single,tertiary,924,False,False
34,technician,married,secondary,657,False,False
35,management,married,tertiary,697,False,False
41,unemployed,single,primary,216,False,False
29,technician,single,secondary,5763,False,True
26,student,single,secondary,611,False,False
55,management,divorced,tertiary,9756,True,False
30,unemployed,single,tertiary,1159,False,False
28,self-employed,single,tertiary,3290,False,False
31,blue-collar,married,secondary,1766,False,True
31,admin.,married,secondary,389,True,False
48,housemaid,married,secondary,3570,False,False
31,unemployed,single,secondary,582,True,False
25,technician,single,tertiary,1693,False,False
53,management,divorced,tertiary,380,False,True
39,management,married,tertiary,1241,True,False
38,blue-collar,married,secondary,1391,True,False
51,technician,married,tertiary,1315,False,False
33,admin.,single,secondary,4713,False,False
57,management,married,tertiary,256,False,False
22,blue-collar,single,secondary,682,False,False
36,services,married,primary,92,True,False
33,technician,single,secondary,66,False,False
54,retired,single,primary,466,False,False
54,self-employed,married,tertiary,1510,False,False
50,management,married,secondary,309,False,False
36,management,married,tertiary,361,False,False
36,blue-collar,divorced,secondary,64,False,False
28,admin.,single,secondary,1448,False,False
56,retired,married,,230,False,False
50,technician,single,secondary,1811,False,False
35,admin.,married,tertiary,948,True,False
37,self-employed,single,tertiary,1758,False,False
37,,single,tertiary,0,False,False
50,housemaid,married,secondary,388,False,False
52,unemployed,married,primary,426,False,False
46,technician,married,secondary,3434,False,True
31,technician,single,tertiary,252,False,False
38,management,married,tertiary,1354,True,False
53,management,married,tertiary,1061,False,False
49,admin.,married,tertiary,6574,False,False
51,self-employed,married,,2094,False,False
34,technician,married,secondary,294,True,False
33,self-employed,single,tertiary,1129,True,False
35,blue-collar,married,primary,1177,False,False
35,management,married,tertiary,925,False,False
25,management,single,tertiary,6246,False,False
28,technician,single,secondary,1363,False,False
31,management,married,tertiary,242,True,False
32,admin.,single,tertiary,8866,False,False
31,technician,single,secondary,816,False,False
31,services,single,secondary,365,False,False
53,unemployed,single,primary,183,False,False
43,entrepreneur,divorced,secondary,3780,True,False
50,unemployed,married,secondary,3357,False,False
36,entrepreneur,divorced,tertiary,3407,False,False
31,management,single,tertiary,5205,False,False
41,management,married,tertiary,254,False,False
50,management,divorced,tertiary,151,False,False
25,technician,single,tertiary,3630,False,False
37,services,married,secondary,3,True,False
31,blue-collar,divorced,secondary,15187,False,False
52,management,married,tertiary,437,False,False
24,management,single,tertiary,1506,False,False
41,management,single,secondary,764,False,False
42,services,married,tertiary,4216,False,False
30,management,married,tertiary,27,True,False
30,technician,single,secondary,601,False,False
25,services,single,tertiary,12,False,False
40,blue-collar,divorced,secondary,5666,False,True
60,management,married,secondary,544,False,False
29,technician,married,tertiary,858,True,False
30,admin.,single,secondary,523,False,True
49,technician,divorced,tertiary,0,True,False
48,technician,married,tertiary,58,True,False
26,self-employed,single,tertiary,1444,False,False
23,student,single,primary,1235,False,False
60,blue-collar,married,primary,29184,False,False
22,student,single,,1,False,False
28,self-employed,single,secondary,1536,False,False
47,technician,divorced,secondary,1013,False,False
40,self-employed,single,tertiary,10346,False,False
50,management,married,tertiary,1612,False,False
34,management,single,tertiary,1741,True,False
34,technician,married,tertiary,1539,True,False
54,blue-collar,married,secondary,21,False,False
31,admin.,single,secondary,131,True,False
51,blue-collar,married,secondary,19,False,False
33,management,married,tertiary,1390,False,False
25,technician,single,tertiary,2206,True,False
32,management,single,tertiary,718,True,False
54,management,single,tertiary,2081,False,False
29,management,single,tertiary,4694,False,False
24,admin.,single,tertiary,454,True,False
60,admin.,married,secondary,3547,False,False
32,services,married,secondary,914,False,False
25,admin.,single,tertiary,1185,False,False
52,entrepreneur,married,secondary,1306,False,False
33,unemployed,married,tertiary,3335,False,False
34,blue-collar,divorced,,172,False,False
26,student,single,tertiary,0,False,False
59,technician,married,secondary,259,False,False
25,technician,single,secondary,266,False,True
26,admin.,single,tertiary,617,False,False
56,retired,married,secondary,-1206,True,False
55,blue-collar,married,secondary,4577,False,False
36,admin.,divorced,tertiary,4708,False,False
47,management,single,tertiary,372,False,False
28,services,single,secondary,102,False,False
58,retired,married,primary,1077,False,False
31,entrepreneur,single,tertiary,206,False,False
43,management,married,tertiary,3518,False,False
25,services,single,secondary,505,False,False
35,self-employed,single,tertiary,71,False,False
31,student,single,secondary,1776,False,False
27,management,single,tertiary,20585,False,False
26,admin.,married,secondary,1595,False,False
23,blue-collar,single,primary,382,False,False
31,technician,single,tertiary,969,False,False
37,admin.,single,tertiary,1000,True,False
46,housemaid,single,tertiary,3232,False,False
35,management,single,tertiary,2015,False,False
35,services,single,secondary,1701,True,False
39,services,single,secondary,1048,True,False
28,admin.,single,secondary,2,False,False
39,technician,married,secondary,697,False,False
