年齢,職業,婚姻,学歴,債務不履行,残高,住宅ローン,個人ローン,連絡手段,連絡回数_販促中,連絡後日数,連絡回数_販促前,前回販促結果,今回販促結果
37,technician,married,secondary,no,0,yes,no,cellular,4,149,1,other,no
46,blue-collar,married,secondary,no,942,no,no,cellular,3,119,2,failure,no
32,management,single,tertiary,no,2,yes,no,cellular,2,-1,0,unknown,yes
41,management,divorced,tertiary,no,5037,no,no,cellular,9,185,5,other,yes
43,management,married,tertiary,no,40,no,no,cellular,1,-1,0,unknown,yes
76,retired,married,primary,no,163,no,no,telephone,1,-1,0,unknown,no
35,technician,single,secondary,no,204,yes,no,cellular,1,-1,0,unknown,yes
43,admin.,divorced,secondary,no,738,yes,no,cellular,4,191,4,failure,no
33,management,married,tertiary,no,415,no,no,cellular,5,167,1,other,no
44,services,single,secondary,no,5045,yes,no,cellular,6,175,15,other,no
51,technician,married,secondary,no,196,yes,yes,cellular,1,-1,0,unknown,yes
28,technician,single,tertiary,no,-123,no,yes,cellular,1,-1,0,unknown,yes
48,admin.,single,secondary,no,1544,yes,no,telephone,1,450,2,failure,yes
34,management,divorced,tertiary,no,0,no,no,cellular,4,175,3,failure,no
47,blue-collar,married,secondary,no,820,no,no,cellular,1,91,1,success,yes
26,services,single,secondary,no,-189,no,yes,cellular,2,-1,0,unknown,yes
67,admin.,married,primary,no,1093,no,no,telephone,3,-1,0,unknown,no
27,blue-collar,single,secondary,no,513,yes,yes,cellular,1,-1,0,unknown,yes
41,services,single,primary,no,5907,yes,no,cellular,1,167,5,failure,no
60,retired,married,secondary,no,0,no,no,cellular,1,-1,0,unknown,yes
52,self-employed,married,tertiary,no,5350,yes,yes,cellular,2,110,4,success,no
47,blue-collar,married,secondary,no,182,yes,no,telephone,1,-1,0,unknown,yes
53,blue-collar,married,unknown,no,960,no,yes,unknown,1,687,2,other,no
40,unemployed,single,tertiary,no,7968,no,no,cellular,2,180,2,success,yes
28,management,married,secondary,no,3,yes,no,cellular,2,24,2,other,no
55,admin.,divorced,secondary,no,166,no,no,cellular,7,153,4,failure,no
38,technician,single,secondary,no,1130,no,no,cellular,2,98,1,success,yes
34,self-employed,single,tertiary,no,5462,no,no,cellular,1,-1,0,unknown,yes
39,management,divorced,tertiary,no,224,no,no,cellular,1,-1,0,unknown,yes
28,self-employed,married,tertiary,no,112,yes,yes,cellular,1,-1,0,unknown,no
41,blue-collar,married,primary,no,1461,yes,no,unknown,2,-1,0,unknown,yes
29,technician,married,tertiary,no,676,no,no,cellular,2,224,4,failure,no
33,technician,single,secondary,no,2085,no,no,cellular,2,-1,0,unknown,yes
34,services,married,secondary,no,2021,yes,yes,cellular,6,148,8,other,no
38,management,single,tertiary,no,11971,yes,no,unknown,2,101,3,failure,no
29,management,single,tertiary,no,1377,no,no,cellular,2,-1,0,unknown,yes
45,management,single,tertiary,no,5694,yes,no,cellular,2,193,2,failure,no
27,unemployed,single,tertiary,no,3060,no,no,cellular,1,-1,0,unknown,no
42,blue-collar,married,primary,no,807,yes,no,cellular,1,-1,0,unknown,yes
26,unemployed,single,tertiary,no,102,no,no,cellular,2,-1,0,unknown,no
46,technician,married,secondary,no,9299,no,no,cellular,5,94,3,success,no
32,admin.,single,secondary,no,131,yes,no,cellular,1,189,1,success,yes
47,admin.,married,secondary,no,70,yes,no,cellular,4,374,2,success,yes
43,management,married,tertiary,no,2383,no,no,cellular,6,-1,0,unknown,yes
28,management,single,secondary,no,1633,no,no,cellular,1,-1,0,unknown,yes
26,services,single,secondary,no,1095,no,no,cellular,2,-1,0,unknown,no
23,student,single,secondary,no,4409,yes,no,unknown,1,-1,0,unknown,no
33,management,married,tertiary,no,1071,no,no,cellular,2,174,4,failure,no
37,technician,married,secondary,no,7957,no,no,cellular,1,111,2,failure,no
30,services,married,secondary,no,586,yes,no,cellular,6,176,4,failure,no
26,management,single,tertiary,no,3944,yes,no,cellular,2,-1,0,unknown,yes
25,blue-collar,single,secondary,no,352,yes,no,unknown,5,-1,0,unknown,no
25,technician,single,tertiary,no,148,no,no,cellular,1,-1,0,unknown,no
34,blue-collar,single,secondary,no,215,no,no,cellular,3,-1,0,unknown,yes
29,unemployed,single,secondary,no,486,no,no,telephone,1,106,1,failure,no
44,blue-collar,married,secondary,no,0,no,no,cellular,2,-1,0,unknown,yes
50,management,married,secondary,no,268,no,no,cellular,2,90,2,failure,no
24,student,single,secondary,no,382,no,no,cellular,2,-1,0,unknown,yes
33,student,single,unknown,no,1170,no,no,cellular,1,-1,0,unknown,yes
54,retired,married,secondary,no,2626,no,no,cellular,2,190,2,failure,no
33,management,single,tertiary,no,373,no,yes,cellular,1,180,4,failure,yes
26,technician,married,secondary,no,876,yes,no,unknown,1,-1,0,unknown,no
23,blue-collar,single,secondary,no,4084,yes,no,unknown,7,-1,0,unknown,no
30,unemployed,single,secondary,no,79,no,yes,cellular,2,196,1,failure,no
34,admin.,married,secondary,no,2374,yes,no,cellular,1,209,2,failure,yes
50,admin.,married,secondary,no,4855,no,no,cellular,2,-1,0,unknown,yes
67,retired,married,primary,no,4416,no,no,cellular,3,-1,0,unknown,yes
61,retired,married,tertiary,no,32685,no,no,cellular,2,-1,0,unknown,yes
25,services,single,secondary,no,-352,no,no,cellular,1,-1,0,unknown,no
82,retired,divorced,primary,no,1419,no,no,telephone,1,-1,0,unknown,no
78,retired,divorced,primary,no,55,no,no,telephone,3,90,1,other,no
60,self-employed,married,primary,no,362,no,yes,cellular,6,-1,0,unknown,yes
43,management,married,tertiary,no,1429,yes,no,cellular,1,169,3,success,yes
28,blue-collar,married,secondary,no,519,yes,yes,cellular,1,-1,0,unknown,no
79,retired,married,secondary,no,723,no,no,telephone,1,79,3,failure,yes
28,blue-collar,married,unknown,no,52,yes,no,unknown,1,-1,0,unknown,no
44,management,married,secondary,no,13054,yes,no,cellular,2,174,12,other,no
81,retired,married,primary,no,243,no,no,cellular,1,92,1,success,yes
57,unemployed,divorced,secondary,no,79,yes,no,unknown,1,592,2,failure,no
52,unemployed,married,secondary,no,94,no,no,cellular,3,190,10,failure,yes
38,technician,single,secondary,no,1711,no,no,telephone,1,-1,0,unknown,yes
59,technician,married,secondary,no,10925,no,no,cellular,1,-1,0,unknown,yes
34,technician,single,secondary,no,1866,no,no,cellular,3,185,1,failure,no
71,retired,married,tertiary,no,653,no,no,telephone,1,-1,0,unknown,yes
31,self-employed,single,tertiary,no,1815,no,no,telephone,1,80,1,success,no
71,retired,married,tertiary,no,3895,no,no,cellular,1,-1,0,unknown,no
47,blue-collar,married,primary,no,1533,no,yes,cellular,2,96,4,failure,no
53,blue-collar,single,secondary,no,1004,no,no,cellular,1,84,1,other,yes
36,technician,married,tertiary,no,62,no,no,cellular,2,121,2,failure,no
80,retired,married,primary,no,1021,no,no,telephone,1,-1,0,unknown,no
38,housemaid,divorced,secondary,no,70,no,no,cellular,1,-1,0,unknown,yes
58,unemployed,married,secondary,no,1625,no,no,cellular,2,-1,0,unknown,yes
47,management,married,tertiary,no,682,no,no,cellular,6,-1,0,unknown,yes
35,management,married,tertiary,no,244,yes,no,cellular,2,173,1,failure,no
54,admin.,divorced,secondary,no,0,yes,yes,cellular,1,182,3,success,no
26,housemaid,single,secondary,no,93,no,no,cellular,3,-1,0,unknown,no
35,management,married,tertiary,no,62,no,no,cellular,2,185,2,failure,yes
29,management,married,tertiary,no,10576,no,no,unknown,2,-1,0,unknown,yes
29,admin.,single,secondary,no,3528,no,no,cellular,1,208,1,success,no
44,management,married,tertiary,no,58,yes,no,cellular,1,126,3,failure,no
24,blue-collar,single,secondary,no,1857,yes,no,cellular,1,92,5,other,yes
64,retired,divorced,secondary,no,4833,no,no,cellular,1,181,3,failure,yes
42,technician,married,secondary,no,2152,no,no,cellular,2,93,4,failure,no
42,blue-collar,divorced,primary,no,213,yes,no,cellular,3,-1,0,unknown,yes
33,services,married,secondary,no,360,yes,no,cellular,1,185,13,other,no
25,student,single,secondary,no,1790,no,no,unknown,3,-1,0,unknown,no
47,technician,married,secondary,no,1233,yes,no,unknown,1,100,2,other,yes
31,admin.,single,secondary,no,4198,no,no,cellular,1,-1,0,unknown,yes
27,services,single,secondary,no,44,no,no,unknown,1,-1,0,unknown,no
34,admin.,married,secondary,no,920,no,no,cellular,3,179,3,success,yes
34,admin.,married,secondary,no,155,no,no,cellular,2,-1,0,unknown,yes
28,unknown,single,secondary,no,4465,no,no,cellular,1,-1,0,unknown,yes
41,blue-collar,married,primary,no,178,yes,no,unknown,1,791,1,failure,no
59,admin.,married,secondary,no,0,yes,no,cellular,1,-1,0,unknown,yes
54,technician,married,secondary,no,10185,no,no,cellular,1,70,2,other,yes
39,management,married,secondary,no,6012,no,no,telephone,1,119,2,failure,no
25,student,single,secondary,no,3090,no,no,cellular,1,-1,0,unknown,no
34,management,married,tertiary,no,4859,no,no,cellular,2,112,2,failure,no
26,technician,married,tertiary,no,3825,yes,no,unknown,1,-1,0,unknown,no
42,blue-collar,single,secondary,no,1080,yes,yes,cellular,3,370,4,failure,yes
42,admin.,married,secondary,no,0,yes,no,cellular,1,154,2,failure,no
26,admin.,married,secondary,no,710,yes,yes,unknown,2,-1,0,unknown,yes
19,student,single,unknown,no,1169,no,no,cellular,18,-1,0,unknown,no
77,retired,married,unknown,no,38,no,no,telephone,1,-1,0,unknown,no
25,student,single,secondary,no,3165,no,no,telephone,2,-1,0,unknown,no
26,management,single,tertiary,no,9447,no,no,cellular,1,100,2,other,no
25,technician,married,secondary,no,-559,yes,no,cellular,3,-1,0,unknown,no
58,management,married,tertiary,no,1384,yes,no,cellular,1,-1,0,unknown,yes
45,technician,divorced,secondary,no,5862,yes,no,cellular,1,110,3,other,no
82,housemaid,married,primary,no,2140,no,no,telephone,6,-1,0,unknown,no
27,management,single,tertiary,no,1377,no,no,unknown,1,-1,0,unknown,no
27,management,single,tertiary,no,405,yes,no,cellular,2,-1,0,unknown,no
31,self-employed,married,secondary,no,581,yes,no,cellular,3,174,3,failure,no
42,management,married,tertiary,no,27696,no,no,cellular,1,91,7,success,yes
35,management,married,tertiary,no,867,yes,no,cellular,2,171,3,success,no
73,retired,divorced,secondary,no,7111,yes,no,cellular,1,-1,0,unknown,yes
42,admin.,single,secondary,no,-247,yes,yes,telephone,1,166,1,other,yes
36,services,single,secondary,no,-253,yes,no,cellular,1,-1,0,unknown,yes
48,housemaid,single,primary,no,46,no,no,cellular,1,1,3,success,yes
49,blue-collar,married,primary,no,3,no,yes,cellular,6,-1,0,unknown,yes
26,management,single,tertiary,no,1494,yes,no,cellular,2,-1,0,unknown,no
26,technician,single,secondary,no,3519,yes,no,cellular,1,-1,0,unknown,no
34,management,married,tertiary,no,123,no,no,cellular,3,-1,0,unknown,yes
53,admin.,married,secondary,no,2851,no,yes,telephone,1,119,1,failure,no
29,student,single,secondary,no,314,no,no,cellular,3,105,1,success,no
59,retired,married,secondary,no,2291,no,yes,cellular,1,128,3,failure,no
43,blue-collar,married,secondary,no,953,yes,no,cellular,2,-1,0,unknown,yes
28,services,married,secondary,no,7,no,no,cellular,3,-1,0,unknown,no
40,admin.,single,tertiary,no,27,no,no,cellular,2,-1,0,unknown,yes
26,blue-collar,single,secondary,no,82,yes,no,unknown,1,-1,0,unknown,yes
30,technician,single,secondary,no,1165,no,no,cellular,2,183,3,success,yes
66,management,married,secondary,no,587,no,no,cellular,2,392,2,success,yes
32,admin.,single,secondary,no,212,no,no,cellular,5,-1,0,unknown,yes
26,services,single,secondary,no,128,yes,yes,unknown,2,-1,0,unknown,no
47,technician,divorced,secondary,no,129,no,no,cellular,2,222,2,failure,no
37,management,married,tertiary,no,4089,yes,no,cellular,2,174,4,other,yes
34,blue-collar,single,primary,no,79,no,no,telephone,4,-1,0,unknown,yes
37,management,divorced,tertiary,no,-42,yes,no,cellular,2,-1,0,unknown,yes
74,retired,married,tertiary,no,4912,no,no,telephone,3,-1,0,unknown,no
55,housemaid,divorced,primary,no,77,no,no,cellular,6,-1,0,unknown,yes
25,admin.,single,secondary,no,787,yes,no,unknown,1,-1,0,unknown,no
22,technician,single,secondary,no,283,yes,no,cellular,2,-1,0,unknown,yes
42,entrepreneur,divorced,secondary,no,335,yes,no,cellular,1,-1,0,unknown,yes
42,blue-collar,married,secondary,no,413,yes,no,cellular,2,-1,0,unknown,yes
41,unemployed,single,primary,no,216,no,no,cellular,3,-1,0,unknown,yes
67,blue-collar,married,secondary,no,16353,no,no,cellular,2,-1,0,unknown,no
30,student,single,secondary,no,314,no,no,cellular,1,204,6,success,no
34,student,single,unknown,no,1281,no,no,cellular,1,117,1,failure,no
28,technician,single,secondary,no,181,yes,no,cellular,3,-1,0,unknown,no
38,management,married,tertiary,no,1988,yes,no,cellular,1,79,4,other,no
42,services,single,secondary,no,0,yes,no,cellular,7,177,1,other,no
78,retired,married,primary,no,680,no,no,telephone,1,89,9,failure,no
23,technician,single,secondary,no,598,no,no,cellular,1,-1,0,unknown,no
27,technician,single,tertiary,no,290,no,no,cellular,1,-1,0,unknown,no
36,technician,married,tertiary,no,341,no,no,cellular,2,183,1,success,yes
25,student,single,secondary,no,203,no,no,cellular,1,-1,0,unknown,no
54,blue-collar,married,primary,no,258,no,no,telephone,1,88,1,failure,no
22,student,single,secondary,no,466,yes,no,cellular,1,-1,0,unknown,no
36,management,divorced,tertiary,no,59,no,no,cellular,2,-1,0,unknown,yes
23,self-employed,single,tertiary,no,780,no,no,cellular,1,183,3,success,yes
38,management,single,tertiary,no,3141,no,no,cellular,4,189,2,success,yes
54,blue-collar,married,secondary,no,0,no,no,telephone,1,150,1,failure,no
69,housemaid,married,primary,no,1080,no,no,cellular,2,118,2,failure,no
25,technician,single,secondary,no,139,no,yes,cellular,1,-1,0,unknown,yes
47,technician,married,secondary,no,1059,yes,no,cellular,1,127,1,failure,no
57,retired,married,secondary,no,5313,no,no,cellular,2,196,1,success,yes
29,management,single,tertiary,no,36252,yes,no,cellular,1,-1,0,unknown,yes
60,housemaid,married,primary,no,182,no,no,cellular,2,95,11,failure,no
39,blue-collar,married,secondary,no,0,yes,no,cellular,3,176,2,failure,no
27,self-employed,single,tertiary,no,168,no,no,cellular,1,196,1,success,yes
23,student,single,secondary,no,780,no,no,cellular,1,-1,0,unknown,no
26,student,single,tertiary,no,294,no,no,cellular,2,-1,0,unknown,yes
37,unknown,single,tertiary,no,0,no,no,cellular,1,-1,0,unknown,yes
80,management,married,primary,no,6483,no,no,telephone,1,-1,0,unknown,no
31,management,married,tertiary,no,537,yes,no,cellular,1,-1,0,unknown,yes
48,management,married,tertiary,no,0,no,yes,cellular,4,182,1,success,yes
27,student,single,tertiary,no,3733,yes,no,cellular,1,98,6,success,yes
27,student,single,tertiary,no,311,no,no,telephone,3,322,1,other,yes
28,self-employed,married,tertiary,no,0,yes,no,cellular,3,196,4,failure,yes
39,unemployed,single,secondary,no,804,no,no,cellular,8,203,1,success,no
21,student,single,secondary,no,2488,no,no,cellular,6,169,3,success,yes
61,retired,married,primary,no,8729,no,no,cellular,1,-1,0,unknown,yes
39,management,single,secondary,no,4278,yes,no,cellular,1,111,2,other,no
36,management,married,tertiary,no,255,no,no,cellular,2,92,2,other,yes
23,student,single,tertiary,no,691,no,no,cellular,1,178,6,success,yes
25,blue-collar,married,secondary,no,59,yes,no,cellular,1,-1,0,unknown,no
25,blue-collar,married,primary,yes,-589,yes,no,unknown,1,-1,0,unknown,no
46,admin.,married,secondary,no,126,no,no,unknown,1,-1,0,unknown,yes
39,blue-collar,single,tertiary,no,172,yes,no,cellular,1,131,1,success,no
46,blue-collar,married,primary,no,588,yes,no,cellular,3,237,4,failure,no
42,management,single,tertiary,no,336,yes,no,cellular,6,195,3,failure,no
26,services,married,secondary,no,0,no,no,cellular,2,-1,0,unknown,no
37,unemployed,single,tertiary,no,1316,yes,no,cellular,2,112,3,failure,yes
46,management,married,tertiary,no,37378,yes,no,cellular,1,518,1,failure,no
62,unemployed,married,secondary,no,780,no,no,cellular,2,-1,0,unknown,yes
31,admin.,single,secondary,no,255,no,no,cellular,2,181,1,success,no
27,housemaid,married,primary,no,0,yes,no,cellular,3,-1,0,unknown,no
32,services,single,secondary,no,3993,no,no,cellular,2,-1,0,unknown,yes
57,self-employed,married,tertiary,no,350,no,no,cellular,6,112,3,failure,no
62,management,married,tertiary,no,2785,no,no,cellular,3,-1,0,unknown,yes
30,technician,single,secondary,no,4787,yes,no,cellular,1,167,2,failure,no
43,unemployed,single,unknown,no,3274,yes,no,cellular,1,95,1,failure,no
46,admin.,married,secondary,no,5021,no,no,cellular,1,182,1,success,yes
28,management,single,tertiary,no,682,yes,no,cellular,1,-1,0,unknown,no
26,student,single,secondary,no,100,no,no,cellular,1,-1,0,unknown,yes
72,retired,married,primary,no,3232,no,no,cellular,2,-1,0,unknown,no
26,unemployed,single,tertiary,no,3466,no,no,cellular,2,-1,0,unknown,yes
56,management,divorced,tertiary,no,3287,no,no,cellular,1,-1,0,unknown,yes
37,admin.,married,tertiary,no,3913,yes,no,cellular,1,-1,0,unknown,yes
34,admin.,single,tertiary,no,1077,no,no,cellular,1,151,5,other,no
57,retired,married,secondary,no,466,no,no,cellular,2,-1,0,unknown,yes
53,management,married,tertiary,no,1624,no,no,cellular,3,97,7,success,yes
34,management,single,tertiary,no,2646,no,no,cellular,1,-1,0,unknown,yes
30,technician,single,tertiary,no,53,no,no,cellular,1,184,1,success,no
33,blue-collar,married,tertiary,no,6138,yes,no,cellular,1,183,1,failure,no
26,blue-collar,married,unknown,no,407,yes,no,unknown,2,-1,0,unknown,no
51,management,single,tertiary,no,102127,no,no,cellular,1,-1,0,unknown,no
51,admin.,married,tertiary,no,0,yes,yes,cellular,2,-1,0,unknown,yes
27,management,married,tertiary,no,5262,no,yes,cellular,9,-1,0,unknown,no
47,blue-collar,married,secondary,no,676,yes,no,cellular,1,184,4,other,no
44,technician,divorced,secondary,no,14,no,no,cellular,1,-1,0,unknown,yes
24,management,single,tertiary,no,736,yes,no,cellular,2,246,2,other,yes
28,student,single,secondary,no,0,no,no,cellular,20,-1,0,unknown,yes
51,admin.,married,secondary,no,176,no,no,cellular,1,183,2,failure,no
50,management,married,tertiary,no,469,no,no,cellular,1,-1,0,unknown,yes
74,retired,married,primary,no,279,no,no,telephone,1,-1,0,unknown,no
27,technician,single,secondary,no,643,no,no,cellular,1,-1,0,unknown,yes
30,management,single,tertiary,no,2544,no,no,cellular,2,-1,0,unknown,yes
43,management,divorced,tertiary,no,2367,no,no,cellular,1,113,3,success,yes
63,retired,married,secondary,no,2896,no,no,cellular,2,-1,0,unknown,yes
36,management,married,secondary,no,565,no,no,cellular,1,-1,0,unknown,yes
32,self-employed,divorced,tertiary,no,3271,no,no,cellular,1,100,3,success,no
49,admin.,married,primary,no,686,yes,yes,cellular,2,225,4,other,no
78,retired,divorced,tertiary,no,1016,no,no,cellular,1,-1,0,unknown,no
58,technician,married,secondary,no,5618,yes,no,cellular,2,189,1,failure,no
27,technician,single,tertiary,no,4003,no,no,cellular,1,-1,0,unknown,no
28,blue-collar,single,secondary,no,-197,yes,no,unknown,2,-1,0,unknown,yes
73,retired,single,secondary,no,1050,no,no,cellular,2,-1,0,unknown,no
34,technician,married,secondary,no,159,yes,no,cellular,1,-1,0,unknown,yes
47,self-employed,married,tertiary,no,1011,no,no,cellular,1,-1,0,unknown,yes
21,student,single,secondary,no,39,no,no,cellular,2,-1,0,unknown,no
27,self-employed,single,tertiary,no,147,no,no,cellular,5,-1,0,unknown,no
47,management,married,tertiary,no,0,yes,no,cellular,2,181,3,failure,no
28,blue-collar,single,secondary,no,2528,yes,no,cellular,8,-1,0,unknown,no
67,management,divorced,tertiary,no,361,no,no,cellular,2,-1,0,unknown,yes
36,technician,single,primary,no,2169,yes,no,cellular,2,110,3,other,no
34,management,single,tertiary,no,26575,no,no,cellular,6,168,1,failure,no
32,blue-collar,married,primary,no,1644,no,no,cellular,3,102,5,other,yes
48,blue-collar,married,secondary,no,1596,yes,no,unknown,1,-1,0,unknown,yes
36,management,married,tertiary,no,625,yes,no,cellular,9,-1,0,unknown,yes
43,unemployed,single,tertiary,no,983,yes,no,cellular,1,-1,0,unknown,yes
27,management,single,tertiary,no,703,yes,no,unknown,3,-1,0,unknown,yes
23,admin.,single,secondary,no,252,yes,no,cellular,1,-1,0,unknown,no
40,management,married,tertiary,no,1855,no,no,telephone,6,-1,0,unknown,yes
39,management,single,tertiary,no,307,no,no,cellular,2,-1,0,unknown,yes
28,technician,married,secondary,no,1086,yes,no,cellular,3,-1,0,unknown,yes
53,services,married,primary,no,2618,yes,no,cellular,2,165,2,failure,no
76,retired,married,unknown,no,992,no,no,cellular,2,-1,0,unknown,no
26,blue-collar,married,primary,no,595,yes,yes,cellular,3,-1,0,unknown,no
43,admin.,divorced,tertiary,no,1440,yes,yes,cellular,1,175,1,failure,no
25,technician,single,secondary,no,1036,yes,no,cellular,2,-1,0,unknown,no
48,admin.,married,secondary,no,660,no,no,cellular,1,561,2,success,yes
53,retired,married,secondary,no,1139,yes,no,cellular,1,186,6,failure,no
33,technician,single,secondary,no,163,yes,no,cellular,2,-1,0,unknown,yes
33,student,married,secondary,no,1536,no,no,cellular,2,178,4,success,yes
56,technician,single,tertiary,no,-528,no,no,cellular,2,184,2,failure,no
41,technician,married,tertiary,no,231,no,no,cellular,2,-1,0,unknown,yes
32,management,married,tertiary,no,4945,no,no,cellular,1,119,2,other,yes
34,management,single,tertiary,no,2633,yes,no,cellular,6,-1,0,unknown,yes
59,self-employed,married,tertiary,no,2013,no,no,cellular,2,-1,0,unknown,yes
28,entrepreneur,single,tertiary,no,224,yes,no,cellular,2,-1,0,unknown,no
37,management,single,tertiary,no,1027,yes,no,cellular,1,119,1,failure,yes
28,technician,single,secondary,no,593,yes,no,unknown,1,-1,0,unknown,no
48,blue-collar,married,primary,no,214,yes,yes,cellular,1,162,1,failure,no
31,services,single,secondary,no,-205,no,no,cellular,1,579,1,failure,yes
39,technician,single,tertiary,no,1674,no,no,cellular,10,178,1,failure,no
28,blue-collar,single,secondary,no,43,no,no,unknown,1,-1,0,unknown,no
27,technician,single,secondary,no,126,yes,yes,cellular,2,216,4,failure,no
22,blue-collar,single,secondary,no,0,yes,no,unknown,2,-1,0,unknown,no
29,services,single,secondary,no,84,no,yes,unknown,3,-1,0,unknown,yes
26,management,single,tertiary,no,2356,yes,no,cellular,6,-1,0,unknown,no
56,technician,married,secondary,no,589,yes,no,unknown,2,-1,0,unknown,yes
43,management,single,tertiary,no,1696,yes,no,cellular,1,474,3,failure,yes
22,admin.,single,tertiary,no,377,no,no,cellular,1,-1,0,unknown,no
37,blue-collar,married,primary,no,2120,yes,no,cellular,3,175,4,failure,yes
45,management,married,tertiary,no,37378,yes,no,unknown,1,-1,0,unknown,no
74,retired,married,tertiary,no,6027,no,no,cellular,2,-1,0,unknown,no
45,admin.,married,secondary,no,925,no,no,cellular,2,-1,0,unknown,yes
35,management,single,tertiary,no,1228,no,no,cellular,2,88,12,failure,yes
35,admin.,divorced,secondary,no,534,no,no,cellular,1,312,3,failure,yes
69,retired,married,primary,no,2346,no,no,cellular,2,-1,0,unknown,yes
29,blue-collar,married,secondary,no,580,yes,yes,cellular,2,-1,0,unknown,yes
43,management,single,tertiary,no,146,no,no,cellular,1,113,5,other,no
25,blue-collar,married,secondary,no,895,no,no,cellular,3,-1,0,unknown,no
48,management,married,secondary,no,2892,no,no,cellular,1,385,1,success,yes
44,services,married,secondary,no,-230,yes,yes,cellular,1,177,1,failure,no
26,unemployed,single,secondary,no,4,no,no,unknown,1,-1,0,unknown,no
76,retired,married,primary,no,3324,no,no,cellular,2,192,1,failure,yes
66,retired,married,secondary,no,2048,no,no,cellular,1,-1,0,unknown,yes
49,blue-collar,married,secondary,no,4259,no,no,cellular,3,111,7,failure,no
26,student,single,secondary,no,4613,no,no,cellular,3,196,2,other,yes
30,technician,single,tertiary,no,655,no,no,cellular,2,-1,0,unknown,yes
27,technician,single,secondary,no,158,no,no,unknown,2,-1,0,unknown,yes
76,housemaid,married,primary,no,1483,no,no,cellular,4,-1,0,unknown,no
44,blue-collar,married,secondary,no,6491,yes,no,cellular,2,174,1,failure,no
36,technician,married,secondary,no,1368,no,no,cellular,1,292,5,failure,yes
24,technician,single,secondary,no,598,no,no,cellular,1,182,2,success,yes
56,services,married,secondary,no,1989,no,no,cellular,2,281,2,failure,yes
28,admin.,divorced,secondary,no,785,yes,no,unknown,2,-1,0,unknown,yes
37,management,married,tertiary,no,57,no,no,cellular,2,84,1,success,no
30,blue-collar,single,secondary,no,-61,no,no,cellular,2,196,1,failure,no
34,management,married,tertiary,no,16,yes,no,telephone,1,119,1,other,yes
28,services,single,secondary,no,6332,yes,no,unknown,4,-1,0,unknown,no
78,retired,divorced,primary,no,527,no,no,cellular,1,-1,0,unknown,yes
29,self-employed,single,tertiary,no,805,no,no,cellular,2,128,8,success,no
52,management,married,secondary,no,4873,no,no,telephone,6,213,9,failure,no
26,technician,married,secondary,no,370,no,yes,cellular,4,-1,0,unknown,yes
46,management,married,tertiary,no,1217,yes,no,cellular,9,168,2,other,no
34,technician,single,secondary,no,1279,yes,no,cellular,3,91,10,success,yes
27,admin.,married,secondary,no,953,yes,no,unknown,2,-1,0,unknown,no
34,technician,married,secondary,no,1,no,no,cellular,2,-1,0,unknown,yes
33,services,divorced,secondary,no,44,no,yes,cellular,1,-1,0,unknown,yes
58,retired,divorced,unknown,no,5920,yes,no,cellular,1,121,1,failure,no
38,services,single,secondary,no,2253,yes,no,cellular,3,-1,0,unknown,yes
63,retired,married,primary,no,12067,no,no,telephone,1,191,1,failure,yes
42,blue-collar,married,primary,no,2273,yes,no,cellular,1,112,2,failure,no
25,blue-collar,single,secondary,no,1857,yes,no,cellular,1,91,12,success,yes
36,blue-collar,married,primary,no,4693,yes,no,cellular,6,152,21,other,no
45,self-employed,married,secondary,no,7,no,no,cellular,1,-1,0,unknown,yes
27,management,single,tertiary,no,2648,no,no,cellular,1,-1,0,unknown,yes
54,management,divorced,tertiary,no,2171,yes,yes,telephone,1,-1,0,unknown,yes
28,management,single,tertiary,no,187,no,no,cellular,1,-1,0,unknown,yes
27,services,single,secondary,no,353,yes,no,cellular,1,-1,0,unknown,yes
37,services,married,secondary,no,4151,yes,yes,cellular,4,-1,0,unknown,yes
36,admin.,married,secondary,no,1954,yes,yes,cellular,2,174,3,failure,no
37,entrepreneur,married,tertiary,no,1649,no,yes,cellular,3,-1,0,unknown,yes
50,technician,married,secondary,no,3370,no,no,cellular,2,-1,0,unknown,yes
38,technician,single,tertiary,no,5122,yes,no,cellular,1,184,1,failure,no
26,management,single,tertiary,no,-630,yes,yes,unknown,2,-1,0,unknown,no
27,services,single,secondary,no,167,no,yes,cellular,2,-1,0,unknown,no
36,management,single,tertiary,no,1379,no,no,cellular,1,186,1,failure,yes
20,student,single,secondary,no,67,yes,no,unknown,1,-1,0,unknown,no
36,management,married,tertiary,no,495,no,no,cellular,1,94,9,success,yes
37,technician,married,secondary,no,523,yes,no,cellular,2,139,4,failure,no
79,retired,divorced,primary,no,1910,no,no,telephone,2,-1,0,unknown,no
59,management,married,tertiary,no,0,yes,yes,cellular,1,-1,0,unknown,yes
54,retired,married,secondary,no,1139,yes,no,cellular,1,177,7,failure,no
31,technician,divorced,secondary,no,0,no,no,cellular,2,164,4,other,no
48,services,divorced,secondary,no,-276,yes,yes,cellular,1,-1,0,unknown,yes
31,management,single,tertiary,no,4533,no,no,cellular,3,98,3,other,no
26,blue-collar,married,secondary,no,1702,yes,yes,cellular,1,-1,0,unknown,no
53,unemployed,married,primary,no,980,yes,no,cellular,1,-1,0,unknown,yes
38,management,divorced,tertiary,no,4692,yes,no,unknown,2,-1,0,unknown,yes
