年齢,職業,婚姻状況,学歴,債務不履行,残高,住宅ローン,個人ローン,連絡手段,日,月,通話時間,キャンペーン,直前接触日,過去接触回数,前回接触結果,申込有無
33,blue-collar,single,secondary,False,3975,True,True,cellular,17,apr,515,1,150,1,other,False
42,services,married,secondary,False,96,True,False,cellular,5,may,238,3,340,2,failure,False
35,technician,single,tertiary,False,2288,False,False,telephone,28,may,32,2,-1,0,,False
31,blue-collar,married,secondary,False,472,True,False,,13,may,907,2,-1,0,,False
58,services,married,primary,False,65,False,False,,27,jun,162,1,-1,0,,False
46,management,married,tertiary,False,0,False,False,,7,may,70,2,-1,0,,False
41,admin.,single,secondary,False,400,True,False,,4,jun,99,6,-1,0,,False
58,technician,married,secondary,False,7495,True,False,,13,may,325,1,-1,0,,False
33,blue-collar,married,secondary,False,137,False,True,cellular,18,jul,305,12,-1,0,,False
31,unemployed,married,secondary,False,24,True,False,cellular,19,nov,631,1,-1,0,,False
55,technician,divorced,secondary,False,3450,False,False,cellular,10,feb,169,1,183,1,failure,True
38,technician,single,secondary,False,311,True,False,cellular,28,may,61,2,-1,0,,False
55,housemaid,married,secondary,False,139,False,False,cellular,22,aug,256,2,-1,0,,False
47,management,single,tertiary,False,0,False,False,,11,jun,58,3,-1,0,,False
51,housemaid,married,primary,False,492,True,False,,20,may,142,3,-1,0,,False
46,management,single,tertiary,False,334,True,False,telephone,4,may,36,6,90,2,other,False
61,management,married,tertiary,False,997,False,False,cellular,10,mar,106,1,-1,0,,True
47,management,single,tertiary,False,440,False,False,cellular,21,aug,71,4,-1,0,,False
34,technician,married,secondary,False,47,False,False,cellular,25,aug,132,6,-1,0,,False
34,blue-collar,married,secondary,False,1298,True,False,,20,may,120,1,-1,0,,False
41,management,divorced,tertiary,False,3355,False,False,cellular,14,oct,181,2,500,1,failure,False
36,blue-collar,divorced,secondary,False,-11,False,False,,5,jun,152,2,-1,0,,False
26,blue-collar,single,secondary,False,396,True,False,,28,may,302,1,-1,0,,False
35,management,married,tertiary,False,8,False,False,cellular,23,apr,93,3,-1,0,,True
36,blue-collar,married,secondary,False,1409,False,False,,17,jun,235,2,-1,0,,False
26,management,single,tertiary,False,170,False,False,cellular,15,jun,129,1,-1,0,,True
58,management,married,primary,False,2769,True,False,cellular,11,jul,94,2,-1,0,,False
50,blue-collar,married,secondary,False,2320,True,False,cellular,7,apr,310,1,-1,0,,False
61,retired,married,secondary,False,76,True,False,cellular,15,jul,195,7,-1,0,,False
28,technician,single,secondary,False,2034,True,False,,21,may,196,1,-1,0,,False
49,blue-collar,single,primary,False,3018,True,False,,15,may,93,1,-1,0,,False
74,retired,married,secondary,False,921,False,False,telephone,17,apr,394,2,-1,0,,True
53,blue-collar,married,secondary,False,483,True,False,cellular,3,feb,288,3,-1,0,,False
46,self-employed,married,secondary,False,390,True,False,cellular,31,jul,208,2,-1,0,,False
47,management,married,tertiary,False,0,False,False,cellular,27,oct,508,1,-1,0,,True
42,blue-collar,single,primary,False,92,False,False,cellular,30,jul,86,2,-1,0,,False
56,services,married,secondary,False,22196,True,False,cellular,21,nov,189,1,-1,0,,False
42,technician,married,secondary,False,2,False,False,,29,may,249,2,-1,0,,False
49,housemaid,married,primary,False,249,True,False,cellular,21,nov,450,1,-1,0,,False
43,unemployed,single,,False,3274,True,False,cellular,22,may,680,1,95,1,failure,False
39,services,married,secondary,False,5731,True,False,,20,may,175,2,-1,0,,False
66,retired,married,primary,False,206,False,False,cellular,9,feb,479,1,-1,0,,True
30,technician,single,tertiary,False,2325,False,False,cellular,5,apr,270,3,241,4,other,False
38,management,single,tertiary,False,0,False,False,cellular,24,jul,164,1,-1,0,,False
31,blue-collar,married,secondary,False,1664,True,False,cellular,20,apr,158,1,182,1,success,False
32,technician,married,secondary,False,3333,False,False,cellular,8,aug,50,4,-1,0,,False
48,technician,married,secondary,False,7020,False,False,cellular,6,aug,80,2,-1,0,,False
34,admin.,married,tertiary,False,37,False,False,cellular,6,feb,45,1,-1,0,,False
28,student,single,secondary,False,28,False,False,cellular,29,jan,220,2,-1,0,,False
40,admin.,single,secondary,False,1670,True,False,,18,jun,161,2,-1,0,,False
36,entrepreneur,married,secondary,False,134,False,False,,20,may,98,1,-1,0,,False
52,retired,married,secondary,False,603,False,True,,9,jun,79,1,-1,0,,False
46,admin.,married,primary,False,276,True,True,,6,may,157,2,-1,0,,False
25,technician,single,secondary,False,2157,True,False,cellular,21,jul,339,1,-1,0,,False
52,blue-collar,married,secondary,False,161,True,False,,13,may,274,2,-1,0,,False
40,blue-collar,married,primary,False,3658,True,False,,14,may,977,1,-1,0,,False
26,management,divorced,tertiary,True,-402,False,True,,12,may,127,2,-1,0,,False
26,blue-collar,single,primary,False,3342,True,False,,4,jun,329,4,-1,0,,False
35,self-employed,single,secondary,False,1732,False,False,telephone,21,nov,1441,3,-1,0,,False
40,admin.,single,secondary,False,263,True,False,,6,may,231,1,-1,0,,False
31,management,married,tertiary,False,623,True,False,cellular,13,may,96,2,349,5,failure,False
32,admin.,married,secondary,False,3540,True,False,cellular,18,may,213,1,178,1,failure,False
33,admin.,married,secondary,False,95,True,False,cellular,30,apr,335,1,-1,0,,True
53,services,divorced,secondary,False,765,True,False,cellular,14,may,959,3,174,7,other,True
46,technician,divorced,secondary,False,-824,True,False,cellular,7,aug,429,3,-1,0,,True
28,management,single,tertiary,False,5549,False,False,cellular,28,jul,383,6,-1,0,,False
31,blue-collar,married,secondary,False,191,True,False,,2,jun,40,1,-1,0,,False
44,blue-collar,married,primary,False,420,True,False,,7,may,110,2,-1,0,,False
35,admin.,married,secondary,False,0,False,False,,7,may,326,1,-1,0,,False
50,technician,divorced,,False,2706,True,False,,28,may,179,3,-1,0,,False
32,technician,married,secondary,True,4,True,True,cellular,25,aug,132,8,-1,0,,False
51,admin.,married,secondary,False,423,True,True,cellular,16,oct,95,1,-1,0,,False
51,management,married,tertiary,False,-892,True,True,cellular,14,aug,248,2,-1,0,,False
31,blue-collar,married,,False,-120,True,False,cellular,3,feb,100,3,201,2,failure,False
41,admin.,divorced,secondary,False,-365,True,False,,28,may,226,10,-1,0,,False
57,technician,married,tertiary,False,27069,False,True,,20,jun,174,3,-1,0,,False
34,management,single,tertiary,False,8038,True,False,cellular,20,apr,29,3,152,1,failure,False
47,technician,married,secondary,False,-938,True,False,,28,may,176,2,-1,0,,False
47,admin.,divorced,secondary,False,1139,True,False,cellular,11,jul,106,2,-1,0,,False
36,self-employed,married,secondary,False,189,True,False,cellular,19,nov,136,1,120,1,failure,False
29,housemaid,single,tertiary,False,19,False,False,cellular,5,feb,110,2,64,2,success,True
39,technician,married,secondary,False,3663,False,False,cellular,11,aug,230,3,-1,0,,False
53,blue-collar,single,,False,0,False,False,,12,may,140,7,-1,0,,False
47,blue-collar,married,secondary,True,-614,True,False,,26,may,118,2,-1,0,,False
51,technician,divorced,secondary,False,2323,True,True,cellular,18,aug,151,10,-1,0,,False
48,blue-collar,married,secondary,False,425,True,False,telephone,9,jul,693,2,-1,0,,False
32,technician,married,secondary,False,5122,False,False,cellular,13,aug,31,1,-1,0,,False
36,management,divorced,tertiary,False,608,False,False,cellular,26,aug,125,2,-1,0,,False
50,,married,primary,False,341,True,True,cellular,20,apr,670,4,340,2,success,True
39,admin.,married,secondary,False,607,True,False,cellular,12,may,454,2,364,3,failure,True
31,blue-collar,married,secondary,False,1495,True,True,,23,may,159,3,-1,0,,False
49,admin.,married,secondary,False,381,False,False,cellular,5,aug,504,2,-1,0,,False
33,unemployed,divorced,secondary,False,385,False,False,telephone,27,aug,29,28,-1,0,,False
26,management,single,tertiary,False,1274,True,False,cellular,1,jun,190,1,84,1,failure,False
27,blue-collar,married,secondary,False,362,True,False,,14,may,332,2,-1,0,,False
51,blue-collar,married,primary,False,377,True,False,telephone,3,feb,143,4,272,1,failure,False
26,admin.,single,secondary,False,802,False,False,cellular,30,jan,77,1,2,2,other,False
45,admin.,married,secondary,False,194,False,False,cellular,31,jul,517,4,-1,0,,False
54,technician,married,secondary,False,-315,False,True,cellular,10,jul,2029,1,-1,0,,True
49,technician,married,tertiary,False,1843,True,False,cellular,25,may,269,1,-1,0,,False
47,technician,married,secondary,False,-9,False,False,cellular,14,aug,457,2,-1,0,,False
42,housemaid,married,primary,False,83,False,True,cellular,7,aug,184,1,-1,0,,False
50,entrepreneur,married,tertiary,False,433,True,False,cellular,18,may,47,4,-1,0,,False
37,admin.,married,secondary,False,-107,True,False,,28,may,158,2,-1,0,,False
54,blue-collar,married,primary,False,4503,False,False,telephone,21,nov,168,3,-1,0,,False
40,services,married,secondary,False,51,True,False,cellular,11,may,50,1,-1,0,,False
50,services,married,secondary,False,961,False,True,cellular,14,aug,757,4,-1,0,,False
57,retired,married,secondary,False,49,True,True,cellular,25,aug,93,4,-1,0,,False
33,technician,married,secondary,False,3470,False,False,cellular,11,aug,285,2,-1,0,,False
49,technician,married,secondary,False,-147,True,False,cellular,20,apr,390,1,-1,0,,False
35,services,married,secondary,False,0,True,False,cellular,18,may,146,2,-1,0,,False
28,blue-collar,single,secondary,False,0,True,False,,28,may,386,1,-1,0,,False
58,management,married,tertiary,False,172,False,False,cellular,19,aug,145,7,-1,0,,False
31,admin.,single,secondary,False,-407,False,True,cellular,7,jul,230,1,-1,0,,False
36,management,divorced,tertiary,False,649,False,False,cellular,16,jul,237,2,91,1,failure,False
49,blue-collar,single,primary,False,1040,False,False,cellular,8,jul,474,2,-1,0,,False
30,unemployed,married,secondary,False,142,True,False,,20,may,350,4,-1,0,,False
29,services,single,secondary,False,209,True,False,cellular,28,jul,487,7,-1,0,,False
50,management,married,,False,3304,False,False,,5,jun,1009,2,-1,0,,False
26,student,single,tertiary,False,294,False,False,cellular,5,mar,87,1,91,2,success,True
27,housemaid,married,secondary,False,4848,True,True,telephone,23,jul,82,3,-1,0,,False
32,blue-collar,single,secondary,False,1670,True,False,cellular,18,may,183,1,-1,0,,False
62,,married,secondary,False,367,False,False,telephone,2,mar,139,5,-1,0,,False
34,blue-collar,single,secondary,False,13683,True,False,,3,jun,115,3,-1,0,,False
25,admin.,single,tertiary,False,1420,False,False,cellular,8,apr,124,2,-1,0,,False
34,management,single,tertiary,False,340,True,False,,3,jun,633,28,-1,0,,False
44,technician,single,secondary,False,1679,False,False,telephone,20,oct,718,1,-1,0,,True
38,management,married,tertiary,False,1198,True,False,cellular,2,feb,63,1,-1,0,,False
57,admin.,married,secondary,False,169,False,False,cellular,14,aug,180,1,106,2,failure,False
36,self-employed,married,tertiary,False,506,False,False,cellular,25,aug,47,1,120,1,failure,False
41,entrepreneur,married,secondary,False,1249,True,False,cellular,9,jul,391,1,-1,0,,False
36,management,single,tertiary,False,678,False,True,,4,jul,85,3,-1,0,,False
27,management,single,tertiary,False,212,True,False,cellular,15,may,373,1,-1,0,,False
37,technician,divorced,secondary,False,23,False,False,cellular,20,aug,289,2,-1,0,,False
47,management,single,tertiary,False,4402,False,False,telephone,10,dec,805,1,190,1,other,True
31,services,divorced,primary,False,459,True,False,cellular,7,may,623,1,293,1,success,True
39,self-employed,married,secondary,False,4722,True,False,,17,jun,483,1,-1,0,,False
35,admin.,divorced,tertiary,False,1555,True,False,,9,may,26,2,-1,0,,False
40,blue-collar,married,secondary,False,61,True,False,,7,may,112,3,-1,0,,False
38,management,single,tertiary,False,0,True,False,cellular,17,nov,213,2,-1,0,,False
31,technician,married,secondary,False,3706,True,False,cellular,20,nov,129,1,-1,0,,False
36,blue-collar,married,primary,False,1177,False,False,cellular,15,apr,330,1,311,4,success,True
53,management,married,primary,False,2096,False,False,,9,jun,104,1,-1,0,,False
59,blue-collar,married,primary,False,748,False,False,,29,may,184,1,-1,0,,False
29,management,single,tertiary,False,3357,False,False,cellular,21,jul,120,3,-1,0,,False
30,admin.,single,secondary,False,3809,True,False,,3,jun,159,4,-1,0,,False
52,admin.,married,secondary,False,395,True,False,,15,may,391,3,-1,0,,False
55,blue-collar,married,secondary,False,1011,True,False,cellular,12,aug,112,2,-1,0,,False
56,blue-collar,married,primary,False,420,True,False,,9,may,76,1,-1,0,,False
32,admin.,married,secondary,False,76,True,False,,21,may,189,2,-1,0,,False
24,blue-collar,married,secondary,False,0,False,False,,28,may,94,1,-1,0,,False
51,blue-collar,married,primary,False,844,True,False,,29,may,184,3,-1,0,,False
36,management,married,tertiary,False,1318,True,False,cellular,7,aug,100,2,-1,0,,False
36,technician,married,tertiary,False,167,True,False,cellular,28,jan,57,1,-1,0,,False
42,management,married,tertiary,False,2187,True,False,cellular,17,nov,525,3,-1,0,,True
49,admin.,married,secondary,False,14440,True,False,cellular,21,nov,60,1,-1,0,,False
48,management,married,secondary,False,2294,True,False,,26,may,251,11,-1,0,,False
36,management,married,secondary,False,80,True,False,,30,may,251,3,-1,0,,False
48,management,married,primary,False,2537,False,False,cellular,26,aug,219,6,-1,0,,False
30,technician,married,tertiary,False,569,False,False,cellular,27,aug,976,12,-1,0,,True
27,management,single,tertiary,True,0,False,True,cellular,8,jul,46,1,-1,0,,False
38,entrepreneur,married,tertiary,False,0,True,False,cellular,18,nov,185,3,-1,0,,False
36,technician,single,secondary,True,12,False,False,cellular,12,aug,587,2,-1,0,,True
45,technician,married,secondary,False,49,False,False,cellular,29,jul,65,2,-1,0,,False
44,housemaid,married,tertiary,False,460,False,False,,17,jun,491,1,-1,0,,False
42,technician,married,secondary,False,613,True,False,cellular,11,may,432,2,-1,0,,False
37,entrepreneur,married,tertiary,False,7944,False,False,cellular,21,nov,102,1,-1,0,,False
48,blue-collar,married,secondary,False,1143,True,False,cellular,17,apr,264,1,317,1,failure,False
57,retired,married,primary,False,-464,True,False,cellular,4,feb,75,1,190,6,failure,False
44,services,married,secondary,False,1989,True,True,cellular,20,apr,106,2,-1,0,,False
48,technician,married,secondary,False,17,True,True,cellular,17,nov,81,1,-1,0,,False
56,retired,married,primary,False,-1,False,False,cellular,27,aug,89,23,-1,0,,False
37,management,married,tertiary,False,1698,True,False,,6,jun,95,2,-1,0,,False
47,blue-collar,married,secondary,False,5306,True,False,,15,may,322,1,-1,0,,False
54,housemaid,married,,False,0,False,False,cellular,14,apr,94,5,145,3,other,False
51,retired,divorced,secondary,False,1679,False,False,cellular,12,aug,417,1,365,9,other,True
47,admin.,married,secondary,False,3676,False,False,cellular,18,oct,567,1,95,3,success,True
25,management,married,tertiary,False,-242,True,True,cellular,18,may,600,4,332,4,other,True
39,services,single,secondary,False,471,False,False,,15,oct,5,1,-1,0,,False
40,management,married,tertiary,False,8902,True,False,cellular,14,aug,464,5,-1,0,,False
38,management,single,tertiary,False,1704,False,False,cellular,1,sep,222,1,-1,0,,False
34,management,married,tertiary,False,3050,True,False,cellular,13,may,469,1,-1,0,,True
53,housemaid,married,primary,False,2581,False,False,cellular,15,apr,99,1,-1,0,,False
32,services,married,secondary,False,162,True,False,,14,may,297,2,-1,0,,False
35,blue-collar,married,secondary,False,243,True,False,cellular,20,apr,41,3,-1,0,,False
24,student,single,secondary,False,1847,False,False,cellular,9,dec,390,1,-1,0,,False
58,blue-collar,married,primary,False,0,True,False,,29,may,535,2,-1,0,,False
49,management,married,primary,False,3371,False,False,cellular,11,nov,269,2,-1,0,,True
45,services,single,secondary,False,1757,True,False,cellular,20,apr,1010,3,326,1,other,False
55,management,married,tertiary,False,171,True,False,cellular,8,aug,73,6,-1,0,,False
42,entrepreneur,married,tertiary,False,157,True,True,,7,may,650,1,-1,0,,False
28,admin.,married,secondary,False,934,True,False,,4,jul,53,2,-1,0,,False
48,blue-collar,married,secondary,False,-19,False,True,,4,jul,270,1,-1,0,,False
51,management,single,tertiary,True,-55,True,False,cellular,18,aug,119,6,-1,0,,False
38,housemaid,married,primary,False,21,False,False,cellular,26,aug,634,2,-1,0,,False
27,blue-collar,single,secondary,False,14,False,False,,14,may,72,2,-1,0,,False
50,technician,single,secondary,False,246,True,False,cellular,17,nov,270,1,123,2,failure,False
44,blue-collar,married,primary,False,887,True,False,cellular,12,may,165,2,363,1,failure,False
40,management,married,tertiary,False,51,False,False,cellular,19,aug,164,2,-1,0,,False
29,services,single,secondary,False,-287,True,False,cellular,18,may,196,1,-1,0,,False
34,services,married,secondary,False,0,True,False,cellular,14,jul,78,4,-1,0,,False
44,self-employed,single,tertiary,False,2734,True,False,cellular,12,may,897,4,-1,0,,True
50,entrepreneur,married,tertiary,False,52,False,False,cellular,31,jul,22,8,-1,0,,False
34,management,married,tertiary,False,2594,True,False,cellular,21,nov,161,3,-1,0,,False
54,retired,divorced,primary,False,22,False,False,,20,jun,23,4,-1,0,,False
34,technician,married,tertiary,False,1611,True,False,cellular,11,may,490,2,-1,0,,False
34,admin.,single,tertiary,False,18,True,True,cellular,30,apr,359,1,-1,0,,True
52,blue-collar,married,primary,False,1331,True,False,cellular,29,jul,213,2,-1,0,,False
60,,married,,False,7337,False,False,cellular,4,aug,122,1,-1,0,,False
39,management,single,secondary,False,835,True,False,,29,may,587,4,-1,0,,False
58,retired,married,primary,False,5092,False,False,,11,jun,199,6,-1,0,,False
41,technician,divorced,secondary,False,52,False,False,cellular,20,aug,261,2,-1,0,,False
48,technician,married,secondary,False,10655,False,False,telephone,31,jul,5,3,-1,0,,False
58,management,married,tertiary,False,1831,False,False,cellular,17,nov,1531,1,-1,0,,False
40,self-employed,married,primary,False,92,True,False,,13,may,92,1,-1,0,,False
48,management,married,tertiary,False,586,True,True,cellular,6,may,179,2,-1,0,,False
52,blue-collar,divorced,primary,False,1758,True,False,,15,may,41,1,-1,0,,False
50,self-employed,married,secondary,False,2061,True,True,cellular,29,jan,197,2,244,3,failure,False
25,technician,single,secondary,False,959,False,False,cellular,9,jul,144,5,-1,0,,False
54,retired,married,primary,False,208,False,False,,12,may,255,1,-1,0,,False
34,services,married,secondary,False,-315,True,False,,8,may,56,2,-1,0,,False
48,management,married,tertiary,True,-13,True,False,cellular,15,may,20,6,291,2,other,False
37,admin.,married,tertiary,False,801,False,False,cellular,11,aug,331,7,-1,0,,False
66,retired,married,tertiary,False,1948,False,False,cellular,28,jan,216,1,91,4,success,True
32,management,single,tertiary,False,751,True,False,,8,may,64,1,-1,0,,False
45,blue-collar,married,secondary,False,784,True,True,,3,jun,34,1,-1,0,,False
43,blue-collar,single,secondary,False,24,False,False,cellular,12,may,68,1,363,1,failure,False
41,management,married,tertiary,False,72,True,False,,7,may,764,3,-1,0,,False
40,technician,divorced,tertiary,False,1871,True,False,cellular,17,nov,64,1,-1,0,,False
44,services,single,secondary,False,1378,True,False,,8,may,257,2,-1,0,,False
43,blue-collar,married,primary,False,188,True,False,cellular,12,may,58,3,347,5,failure,False
30,,single,tertiary,False,6836,False,False,cellular,27,feb,30,3,-1,0,,False
32,services,married,secondary,False,61,True,False,cellular,8,jul,529,5,-1,0,,False
57,admin.,married,secondary,False,-967,True,False,telephone,15,may,8,7,-1,0,,False
31,blue-collar,single,tertiary,False,462,True,True,,19,may,147,1,-1,0,,False
49,,married,secondary,False,0,False,False,cellular,28,aug,173,2,-1,0,,False
31,admin.,single,secondary,False,5527,True,False,,21,may,132,1,-1,0,,False
41,admin.,married,tertiary,False,1287,False,False,,16,jun,286,1,-1,0,,False
44,management,married,tertiary,False,17361,False,False,,18,jun,476,1,-1,0,,False
54,entrepreneur,married,,False,1956,False,False,cellular,19,nov,221,5,-1,0,,False
37,blue-collar,divorced,secondary,False,0,True,False,cellular,21,apr,146,4,-1,0,,True
34,management,married,secondary,False,-294,True,False,,27,may,532,2,-1,0,,False
43,technician,married,secondary,False,275,False,False,cellular,25,aug,69,6,-1,0,,False
44,management,married,tertiary,False,724,True,False,cellular,17,nov,157,2,172,1,failure,False
44,services,married,secondary,False,27,False,False,cellular,25,may,485,1,-1,0,,False
53,admin.,divorced,secondary,False,26,True,False,cellular,7,may,56,1,359,1,failure,False
36,technician,married,secondary,False,191,False,False,cellular,31,aug,69,1,-1,0,,False
58,technician,divorced,secondary,False,-123,False,False,cellular,5,aug,131,2,-1,0,,False
26,student,single,secondary,False,-147,False,False,,4,jun,95,2,-1,0,,False
34,technician,single,secondary,False,179,False,False,cellular,19,aug,294,3,-1,0,,False
55,blue-collar,married,primary,False,1086,True,False,cellular,6,may,146,1,272,2,failure,False
55,blue-collar,married,secondary,False,471,True,False,,30,may,58,2,-1,0,,False
34,entrepreneur,married,tertiary,False,105,True,False,,28,may,249,2,-1,0,,False
41,entrepreneur,divorced,secondary,False,1588,True,True,,20,jun,10,8,-1,0,,False
38,housemaid,divorced,secondary,False,70,False,False,cellular,27,oct,255,3,148,1,success,True
28,blue-collar,single,secondary,False,2700,False,False,cellular,3,feb,337,4,-1,0,,False
41,technician,married,secondary,False,1602,True,False,cellular,2,jun,142,1,-1,0,,False
30,admin.,married,tertiary,False,0,True,False,cellular,24,jul,209,2,-1,0,,False
39,technician,married,,False,839,False,False,,30,may,825,2,-1,0,,False
41,admin.,married,secondary,False,21515,True,False,,5,jun,87,1,-1,0,,False
36,technician,married,secondary,False,5902,True,False,,23,may,219,4,-1,0,,False
37,management,married,tertiary,False,547,True,True,,21,may,143,1,-1,0,,False
59,self-employed,married,tertiary,False,3800,False,True,cellular,9,jul,70,1,-1,0,,False
26,technician,single,secondary,False,261,True,False,,27,may,371,2,-1,0,,False
43,technician,married,secondary,False,0,True,True,cellular,4,feb,539,8,204,5,failure,False
42,management,married,secondary,True,-34,False,False,cellular,5,feb,176,1,-1,0,,False
46,blue-collar,married,,False,9328,True,False,cellular,5,may,725,3,-1,0,,True
31,admin.,married,secondary,False,5,True,True,cellular,16,jul,101,7,-1,0,,False
43,unemployed,married,secondary,False,3529,False,False,cellular,5,feb,169,2,-1,0,,False
48,blue-collar,single,tertiary,False,2330,True,False,,4,jun,15,1,-1,0,,False
41,blue-collar,married,secondary,False,1334,True,False,cellular,20,apr,234,5,-1,0,,False
32,self-employed,married,tertiary,False,3601,False,False,cellular,22,aug,171,15,-1,0,,False
45,technician,married,tertiary,False,265,False,False,cellular,28,aug,14,3,-1,0,,False
52,admin.,single,,False,2227,False,False,cellular,24,feb,242,2,-1,0,,True
37,self-employed,married,secondary,False,487,False,True,cellular,27,aug,155,15,-1,0,,False
38,blue-collar,divorced,secondary,False,0,True,False,cellular,11,may,580,1,173,1,failure,False
36,services,single,secondary,False,174,True,False,,7,may,223,2,-1,0,,False
58,retired,married,secondary,False,14412,False,False,cellular,18,nov,297,1,-1,0,,False
37,management,married,tertiary,False,3288,False,False,cellular,8,aug,124,2,-1,0,,False
30,technician,single,secondary,False,57,False,False,cellular,2,feb,465,2,-1,0,,False
47,technician,married,secondary,False,2246,True,False,cellular,10,jul,330,1,-1,0,,False
40,technician,married,secondary,False,4441,True,False,cellular,20,nov,153,2,183,2,failure,False
42,management,divorced,tertiary,False,0,False,False,,19,may,131,2,-1,0,,False
71,,married,tertiary,False,353,False,False,cellular,27,jan,208,1,93,2,failure,False
54,blue-collar,married,secondary,False,448,True,True,cellular,5,aug,98,1,-1,0,,False
53,entrepreneur,married,primary,False,27,True,False,telephone,10,sep,230,3,-1,0,,True
33,blue-collar,divorced,secondary,False,474,False,False,cellular,22,jul,400,2,-1,0,,False
30,technician,single,tertiary,False,1185,True,False,cellular,30,apr,284,1,339,1,failure,False
39,services,divorced,secondary,False,282,True,False,cellular,17,jul,243,1,-1,0,,False
32,blue-collar,married,secondary,False,2,True,False,cellular,15,may,16,9,309,1,failure,False
34,technician,single,secondary,False,60,False,False,cellular,7,aug,274,2,-1,0,,False
39,self-employed,single,tertiary,False,3972,False,False,cellular,30,jul,122,3,-1,0,,False
75,retired,married,secondary,False,26452,False,False,telephone,15,jul,219,2,-1,0,,False
33,admin.,divorced,secondary,False,818,True,True,cellular,16,apr,301,3,-1,0,,False
40,services,married,secondary,False,9374,True,False,cellular,21,nov,7,8,185,1,failure,False
37,technician,married,,False,47,False,False,,19,jun,374,3,-1,0,,False
69,retired,married,primary,False,279,False,False,telephone,12,aug,26,1,-1,0,,False
52,unemployed,married,primary,False,20,True,False,telephone,28,jan,172,1,-1,0,,False
31,admin.,divorced,secondary,False,360,False,False,cellular,15,may,332,1,297,2,other,False
28,technician,single,secondary,False,1532,False,False,cellular,22,may,253,1,107,5,failure,False
29,management,single,tertiary,False,1673,False,False,cellular,16,aug,200,2,159,3,other,False
46,services,married,secondary,False,2420,False,False,cellular,19,nov,405,2,-1,0,,False
28,blue-collar,married,secondary,False,100,True,True,,27,may,132,2,-1,0,,False
41,admin.,married,secondary,False,0,False,False,,20,jun,89,1,-1,0,,False
42,technician,divorced,secondary,False,1533,False,True,cellular,5,aug,86,1,-1,0,,False
34,admin.,single,secondary,False,296,False,False,cellular,7,jul,147,4,-1,0,,False
28,blue-collar,married,secondary,False,2788,True,False,,6,jun,369,2,-1,0,,True
43,management,single,secondary,False,109,True,False,,27,may,64,3,-1,0,,False
32,technician,married,secondary,False,485,False,False,cellular,26,aug,98,14,-1,0,,False
33,technician,single,tertiary,False,125,False,False,telephone,29,aug,66,2,-1,0,,False
70,retired,married,secondary,False,616,False,False,cellular,27,apr,149,2,182,1,failure,False
36,services,married,secondary,False,3064,True,False,telephone,26,aug,240,3,107,4,failure,False
53,technician,married,secondary,False,206,False,False,cellular,26,aug,87,6,-1,0,,False
30,blue-collar,single,secondary,False,6900,False,False,cellular,21,nov,816,1,-1,0,,False
45,services,divorced,secondary,False,-179,False,False,,3,jul,155,2,-1,0,,False
31,services,single,secondary,False,481,True,False,cellular,20,nov,106,2,183,2,failure,False
28,admin.,married,secondary,False,12,True,False,cellular,30,jan,73,3,256,3,other,False
45,blue-collar,married,primary,False,0,False,False,,23,may,574,5,-1,0,,False
51,management,married,tertiary,False,176,True,True,,1,jun,8,1,687,2,failure,False
53,management,married,primary,False,4086,False,False,,20,jun,14,3,-1,0,,False
40,technician,married,secondary,False,257,True,False,,16,may,731,4,-1,0,,False
53,blue-collar,married,primary,False,53,True,False,cellular,7,apr,208,1,140,1,failure,False
31,blue-collar,divorced,secondary,False,6,True,False,cellular,29,jan,821,1,-1,0,,False
30,management,married,tertiary,False,562,False,False,cellular,21,aug,137,4,-1,0,,False
53,entrepreneur,married,secondary,False,-118,True,False,,9,may,101,3,-1,0,,False
40,blue-collar,married,primary,False,2805,True,False,cellular,14,may,173,6,353,23,failure,False
26,management,single,secondary,False,565,True,False,,6,jun,582,11,-1,0,,False
47,blue-collar,married,secondary,False,0,True,False,cellular,21,jul,676,1,-1,0,,False
51,management,married,tertiary,False,1612,False,False,cellular,16,mar,384,1,182,5,failure,False
45,unemployed,married,primary,False,180,True,True,,27,may,62,2,-1,0,,False
35,management,married,tertiary,False,0,True,False,cellular,21,jul,295,3,-1,0,,False
36,management,single,tertiary,False,876,True,False,,23,may,241,2,-1,0,,False
57,admin.,married,secondary,False,2137,False,False,telephone,8,jul,132,7,-1,0,,False
42,blue-collar,married,primary,False,260,True,False,telephone,31,jul,175,2,-1,0,,False
32,blue-collar,married,secondary,True,-53,True,False,cellular,16,apr,648,1,272,1,other,True
30,management,married,tertiary,False,944,False,False,cellular,29,oct,251,2,-1,0,,True
36,technician,married,secondary,False,2394,False,False,cellular,14,aug,184,2,-1,0,,False
43,technician,married,secondary,False,297,True,False,cellular,14,oct,119,3,-1,0,,False
69,retired,single,tertiary,False,2144,False,False,cellular,29,jul,417,1,184,4,success,True
31,technician,single,tertiary,False,969,False,False,cellular,15,jun,95,1,-1,0,,False
35,technician,married,secondary,False,0,False,False,cellular,14,jul,125,2,-1,0,,False
26,entrepreneur,married,tertiary,False,37,True,True,cellular,6,may,207,1,363,2,failure,False
46,technician,married,secondary,False,410,False,True,cellular,21,nov,162,5,-1,0,,False
30,technician,married,secondary,False,1211,True,False,cellular,18,may,176,1,-1,0,,False
33,management,single,tertiary,False,71,False,False,cellular,22,aug,107,6,-1,0,,False
